진료년도,표시과목,주상병코드,환자수,명세서 청구건수,입내원일수,요양급여비용총액,보험자부담금
2019,일반의,A00,12,21,21,347930,267430
2019,일반의,A01,8,10,15,1014360,773620
2019,일반의,A02,154,203,487,40631780,34241100
2019,일반의,A03,5,6,12,1566380,1417050
2019,일반의,A04,114046,159062,163241,3336746310,2495481790
2019,일반의,A05,6843,9343,9843,211956470,162947390
2019,일반의,A06,537,646,646,10961090,8151690
2019,일반의,A07,592,764,764,11096850,8393850
2019,일반의,A08,59933,79756,81366,1618386610,1235472700
2019,일반의,A09,783911,1117885,1134809,22586574290,16909751090
2019,일반의,A15,394,2555,2620,132256110,126879880
2019,일반의,A16,614,2247,2359,110774720,97468080
2019,일반의,A17,5,34,34,1438670,1417670
2019,일반의,A18,112,443,457,16575970,14002510
2019,일반의,A19,5,10,10,90530,70430
2019,일반의,A20,2,3,3,70380,49380
2019,일반의,A22,4,4,4,108180,79580
2019,일반의,A24,3,3,3,44400,34700
2019,일반의,A25,3,3,3,67740,53440
2019,일반의,A26,66,93,93,1631060,1228660
2019,일반의,A27,3,3,3,112110,85010
2019,일반의,A28,37,48,49,1521680,1088400
2019,일반의,A30,109,186,463,20397500,15184930
2019,일반의,A31,682,1583,1718,61536900,44727580
2019,일반의,A32,1,1,1,56660,39760
2019,일반의,A35,65,74,74,2563060,1808560
2019,일반의,A37,12,19,45,5673440,4888840
2019,일반의,A38,282,471,537,17561130,14565230
2019,일반의,A39,3,4,4,54410,42610
2019,일반의,A40,30,32,32,704450,510250
2019,일반의,A41,144,310,410,21304870,17014910
2019,일반의,A42,39,54,54,1126610,791710
2019,일반의,A44,2,2,2,70250,49250
2019,일반의,A46,340,701,727,16044520,12099730
2019,일반의,A48,717,1237,1237,30103410,21568240
2019,일반의,A49,12195,23285,23507,838832190,598503280
2019,일반의,A50,7,8,8,214220,150220
2019,일반의,A51,736,1348,1350,107010850,75038510
2019,일반의,A52,30,77,77,3449480,2510130
2019,일반의,A53,973,1368,1371,72957100,55123770
2019,일반의,A54,1784,3075,3079,141288190,99654620
2019,일반의,A55,103,129,129,2524020,1774920
2019,일반의,A56,6750,11272,11275,504055850,354180950
2019,일반의,A57,19,33,33,1200930,873030
2019,일반의,A58,8,9,9,304960,219560
2019,일반의,A59,9446,16377,16377,554977520,391328450
2019,일반의,A60,19716,34875,34890,855736940,616676150
2019,일반의,A63,33980,58848,58857,4416767340,3100456940
2019,일반의,A64,4941,8111,8111,533167060,375120370
2019,일반의,A65,5,5,5,94440,72140
2019,일반의,A66,46,50,50,820780,590980
2019,일반의,A67,14,14,14,236150,195650
2019,일반의,A69,3468,5261,5281,97057740,72828530
2019,일반의,A71,5,6,6,85910,60510
2019,일반의,A74,471,581,581,12442530,8782630
2019,일반의,A75,688,1247,1763,98940120,75638580
2019,일반의,A77,88,130,130,3007370,2211470
2019,일반의,A78,1,1,1,11210,7910
2019,일반의,A79,60,85,85,1728650,1285250
2019,일반의,A80,2,2,2,29350,20650
2019,일반의,A81,2,109,109,1819320,1276320
2019,일반의,A83,1,1,1,15690,10990
2019,일반의,A85,2,2,2,65320,51220
2019,일반의,A86,174,217,350,26570640,23504930
2019,일반의,A87,958,1476,1826,77018060,65295730
2019,일반의,A88,521,868,868,14966210,11957810
2019,일반의,A92,6,7,7,267090,187190
2019,일반의,A93,4,6,6,86560,64060
2019,일반의,A97,3,3,3,42310,29710
2019,일반의,A98,7,11,40,2886250,2188930
2019,일반의,A99,2,2,2,35270,24770
2019,일반의,B00,227847,323903,324048,5251802510,3890363250
2019,일반의,B01,11250,21056,21481,397146810,303778360
2019,일반의,B02,207437,480731,490764,10072240280,7550433370
2019,일반의,B04,1,1,1,13610,10810
2019,일반의,B05,138,160,160,4577860,3289860
2019,일반의,B06,26,32,32,925170,676070
2019,일반의,B07,114751,251216,251244,13058990290,9226129830
2019,일반의,B08,89004,155576,159273,3677245630,2937673930
2019,일반의,B09,2141,2843,2849,45795220,35728650
2019,일반의,B15,767,1189,1581,109666860,85532670
2019,일반의,B16,347,525,551,24784430,17929120
2019,일반의,B17,3773,5648,5840,319415540,228951200
2019,일반의,B18,22532,61232,61482,4001445570,2819653650
2019,일반의,B19,879,1347,1347,51210140,36363860
2019,일반의,B20,6,24,24,594510,451710
2019,일반의,B23,3,3,3,54920,38620
2019,일반의,B24,12,17,17,249160,199760
2019,일반의,B25,9,162,167,8887300,7944980
2019,일반의,B26,1462,2246,2315,52044900,38779960
2019,일반의,B27,52,87,102,5769320,4251530
2019,일반의,B30,4775,7623,7647,129788860,97249040
2019,일반의,B33,2844,4101,4101,73174270,53654570
2019,일반의,B34,2767,4243,4751,130296020,109819190
2019,일반의,B35,762179,1650674,1650666,25182980780,18774625780
2019,일반의,B36,21262,31091,31091,507991110,369788440
2019,일반의,B37,107832,199934,199959,6549980950,4643851640
2019,일반의,B38,7,8,8,121410,92810
2019,일반의,B39,1,1,1,15690,10990
2019,일반의,B40,3,9,9,129120,113620
2019,일반의,B42,1,2,2,26900,18900
2019,일반의,B43,889,1212,1212,34848700,24920960
2019,일반의,B44,12,71,71,1521830,1094130
2019,일반의,B45,2,5,5,90540,78940
2019,일반의,B46,26,50,50,1506010,1188210
2019,일반의,B47,138,186,186,2850810,2210110
2019,일반의,B48,502,1122,1121,18217540,13612840
2019,일반의,B49,1993,4288,4288,71665080,53337980
2019,일반의,B50,5,5,5,77340,62240
2019,일반의,B51,6,6,6,75870,56170
2019,일반의,B52,3,3,3,50960,35760
2019,일반의,B53,9,16,16,214850,164650
2019,일반의,B54,100,107,107,2017900,1430300
2019,일반의,B56,6,15,15,254180,195980
2019,일반의,B58,54,149,149,2348000,1653900
2019,일반의,B60,16,22,22,376100,287700
2019,일반의,B64,11,14,14,192780,135380
2019,일반의,B65,15,35,35,514540,427140
2019,일반의,B66,1063,1252,1252,21571980,16063190
2019,일반의,B68,61,67,67,976120,715520
2019,일반의,B69,11,31,31,418560,329360
2019,일반의,B71,12,14,14,197140,140240
2019,일반의,B73,4,4,4,175740,123140
2019,일반의,B76,23,26,26,571920,425820
2019,일반의,B77,22,22,22,926700,654700
2019,일반의,B79,12,12,12,542050,386850
2019,일반의,B80,97,118,118,1991200,1506400
2019,일반의,B81,39,42,45,6395310,4497090
2019,일반의,B82,65,67,67,2628840,1885040
2019,일반의,B83,351,422,422,7281520,5322620
2019,일반의,B85,3185,3752,3752,68633240,49825840
2019,일반의,B86,9025,14373,14380,227459990,172305690
2019,일반의,B87,18,32,32,694840,543040
2019,일반의,B88,3956,6032,6033,183787290,133430270
2019,일반의,B89,149,179,179,3467390,2570990
2019,일반의,B90,494,774,774,45242080,32483480
2019,일반의,B91,14,233,233,10461750,7336650
2019,일반의,B92,18,20,20,251080,215780
2019,일반의,B94,24,29,29,1362580,1003780
2019,일반의,B96,72,117,119,2029160,1548930
2019,일반의,B97,1404,2589,2590,143815370,101369710
2019,일반의,B98,4156,5360,5360,113840340,80187790
2019,일반의,B99,191,296,296,5081510,3923610
2019,일반의,C00,8,14,14,713670,650460
2019,일반의,C01,30,165,189,5483010,5137230
2019,일반의,C02,91,772,1366,87244910,81297870
2019,일반의,C03,18,233,324,11468010,10744240
2019,일반의,C04,12,53,114,5082200,4689470
2019,일반의,C05,19,119,283,12433420,11148140
2019,일반의,C06,40,249,399,15517170,14605650
2019,일반의,C07,23,59,264,33446140,30987010
2019,일반의,C08,56,374,577,34281150,31920630
2019,일반의,C09,78,484,1027,39037130,35162250
2019,일반의,C10,28,218,567,14434220,13332450
2019,일반의,C11,97,596,1523,81893070,75029190
2019,일반의,C12,9,53,215,13954130,13128550
2019,일반의,C13,62,512,805,84395920,79531960
2019,일반의,C14,12,75,224,2866880,2572920
2019,일반의,C15,481,2617,4908,366073730,339879520
2019,일반의,C16,4712,29215,37752,2187631790,2027512450
2019,일반의,C17,114,638,885,85217240,80118530
2019,일반의,C18,2632,17474,23885,1704196580,1583672310
2019,일반의,C19,311,2218,3454,338510090,315259910
2019,일반의,C20,1270,8101,12344,907535840,844336790
2019,일반의,C21,80,406,553,29026140,26734940
2019,일반의,C22,2239,12521,19650,1789132410,1663789930
2019,일반의,C23,309,2126,3839,385494850,361109290
2019,일반의,C24,607,3491,5842,705475680,659462610
2019,일반의,C25,1260,9298,14602,1695992540,1587268320
2019,일반의,C26,63,371,509,69163430,65033790
2019,일반의,C30,35,206,391,13042220,11693580
2019,일반의,C31,33,371,562,35353390,32682180
2019,일반의,C32,162,782,1524,94084090,87525230
2019,일반의,C33,23,205,205,8375620,7928220
2019,일반의,C34,3734,25927,42722,3775596050,3511389050
2019,일반의,C37,92,765,1144,109608700,102794360
2019,일반의,C38,29,194,285,8352490,7809780
2019,일반의,C39,32,330,330,6046690,5796070
2019,일반의,C40,31,170,423,19884310,17436380
2019,일반의,C41,60,591,898,111778500,104072510
2019,일반의,C43,321,857,1353,55310710,47908190
2019,일반의,C44,800,5081,6016,251368860,228454470
2019,일반의,C45,17,118,192,28372620,26637530
2019,일반의,C46,25,275,354,7036700,6592300
2019,일반의,C47,17,26,51,2440900,2181950
2019,일반의,C48,81,563,1150,83643590,77450900
2019,일반의,C49,175,1615,2150,146231400,136389340
2019,일반의,C50,6459,42237,68744,2786985730,2494110600
2019,일반의,C51,22,332,484,32527610,30187290
2019,일반의,C52,9,58,149,5077270,4488950
2019,일반의,C53,604,4510,7563,457637090,421379030
2019,일반의,C54,940,4231,6759,424425420,362135200
2019,일반의,C55,76,589,785,22083790,19961490
2019,일반의,C56,1216,8181,12610,845711370,758337240
2019,일반의,C57,82,692,1299,51432840,46682760
2019,일반의,C58,4,20,20,444210,419110
2019,일반의,C60,3,19,19,1272280,1197280
2019,일반의,C61,2347,15922,18397,928609500,863016370
2019,일반의,C62,44,142,170,6921090,5772080
2019,일반의,C63,13,25,25,619530,503290
2019,일반의,C64,543,3614,4796,464603700,431332060
2019,일반의,C65,87,521,640,47246620,42955450
2019,일반의,C66,80,370,559,62660570,58561950
2019,일반의,C67,814,4902,6226,410647820,373446760
2019,일반의,C68,35,160,243,6371960,5876890
2019,일반의,C69,15,170,182,3400690,2830570
2019,일반의,C70,40,300,437,29080720,27143400
2019,일반의,C71,466,2818,5582,812056700,755862530
2019,일반의,C72,51,279,295,7177640,6442810
2019,일반의,C73,8187,24155,33669,1666909690,1455264570
2019,일반의,C74,31,412,607,45149590,42318160
2019,일반의,C75,31,392,392,8779350,7839050
2019,일반의,C76,77,302,369,9798110,8680370
2019,일반의,C77,138,492,766,41767710,36949630
2019,일반의,C78,388,2512,3239,166161400,154719190
2019,일반의,C79,174,1489,2034,142582630,131637140
2019,일반의,C80,212,989,1567,158457310,148106780
2019,일반의,C81,51,337,403,12468790,10977890
2019,일반의,C82,66,516,591,19063550,17567620
2019,일반의,C83,217,1269,2150,196325550,182606150
2019,일반의,C84,34,142,385,43931910,40590830
2019,일반의,C85,260,1490,1727,106759960,99546590
2019,일반의,C86,30,167,266,11879100,10921980
2019,일반의,C88,84,336,378,9937270,8613600
2019,일반의,C90,215,1488,2470,207666610,194830830
2019,일반의,C91,92,539,808,88165950,82036680
2019,일반의,C92,180,1269,1364,41440890,38885260
2019,일반의,C93,11,26,63,17182950,16041390
2019,일반의,C94,21,105,106,2330820,2196090
2019,일반의,C95,47,190,192,4031230,3721020
2019,일반의,C96,37,345,345,6660170,6169570
2019,일반의,D00,97,543,549,16823980,15813810
2019,일반의,D01,491,1822,1950,117606300,108948670
2019,일반의,D02,58,581,581,13323020,12616070
2019,일반의,D03,113,194,198,6373010,5150290
2019,일반의,D04,130,654,679,23091010,20990620
2019,일반의,D05,671,2804,3425,170659510,148183380
2019,일반의,D06,583,2213,2580,131572100,118670680
2019,일반의,D07,316,580,620,37081380,28933510
2019,일반의,D09,122,620,622,20769480,19246090
2019,일반의,D10,489,738,750,31915980,23042830
2019,일반의,D11,209,282,285,9227980,6779120
2019,일반의,D12,20534,23976,24457,7084450320,5023617480
2019,일반의,D13,9621,10935,10987,1445180150,1010953190
2019,일반의,D14,2186,2560,2584,289368310,204094520
2019,일반의,D15,131,163,169,10386300,7415340
2019,일반의,D16,281,416,541,30867840,22639310
2019,일반의,D17,30701,77764,78260,4587184280,3285531490
2019,일반의,D18,7141,9088,9158,1188740650,825467330
2019,일반의,D19,23,54,54,1852500,1355100
2019,일반의,D20,22,25,24,2048910,1454110
2019,일반의,D21,12609,36833,37082,2073432470,1493035360
2019,일반의,D22,2482,2962,2962,72537130,52475830
2019,일반의,D23,62855,126279,126558,7332962570,5230068400
2019,일반의,D24,22547,31907,32117,1913621230,1355688610
2019,일반의,D25,30731,41272,44058,3609615760,2711859660
2019,일반의,D26,1003,1116,1146,59829390,43610440
2019,일반의,D27,6572,8719,9250,836548410,613093250
2019,일반의,D28,1938,3433,3453,481966690,338422550
2019,일반의,D29,1614,2833,2847,307692940,216702410
2019,일반의,D30,1922,2216,2265,322081870,224713530
2019,일반의,D31,129,180,180,14177150,10258950
2019,일반의,D32,454,2912,3296,164543430,147476600
2019,일반의,D33,438,1769,2279,154377900,130276720
2019,일반의,D34,17601,22320,22357,1470710020,1034758470
2019,일반의,D35,739,1707,1737,118408710,88050940
2019,일반의,D36,2925,5939,6030,348792290,248758600
2019,일반의,D37,2308,3559,3792,374041700,277963160
2019,일반의,D38,1832,2097,2133,209686370,148488550
2019,일반의,D39,1824,3110,3124,260240440,181386090
2019,일반의,D40,171,553,550,15484690,12620790
2019,일반의,D41,376,588,596,56006610,40986450
2019,일반의,D42,38,209,236,7057350,6260730
2019,일반의,D43,165,477,906,140944150,127190330
2019,일반의,D44,3207,4492,4519,365109650,260287240
2019,일반의,D45,68,393,393,10531010,9803910
2019,일반의,D46,121,1127,1231,31187780,28866040
2019,일반의,D47,246,1072,1097,39909580,35042770
2019,일반의,D48,1780,2758,3027,263279360,199392120
2019,일반의,D50,55751,100926,101069,3024728300,2209073930
2019,일반의,D51,568,1874,1874,31817500,25320200
2019,일반의,D52,482,854,854,12736490,9582890
2019,일반의,D53,630,1573,1575,38545640,28560560
2019,일반의,D55,9,9,9,165470,133070
2019,일반의,D56,7,13,13,436640,342540
2019,일반의,D57,1,1,1,15690,10990
2019,일반의,D58,14,40,40,816740,619740
2019,일반의,D59,73,135,135,2949710,2236810
2019,일반의,D60,5,5,5,81380,64580
2019,일반의,D61,44,145,145,3235060,2727990
2019,일반의,D62,85,121,119,3593200,2668420
2019,일반의,D63,111,222,222,6182620,4881520
2019,일반의,D64,23232,32136,32169,1347048340,969535870
2019,일반의,D65,2,9,9,152580,110480
2019,일반의,D66,1057,14739,14738,85226640150,77105551850
2019,일반의,D67,256,3248,3248,33276153080,30079729380
2019,일반의,D68,402,945,957,1610877170,1444749260
2019,일반의,D69,4743,8046,8063,152655800,115410060
2019,일반의,D70,45,78,78,1514060,1152160
2019,일반의,D71,2,3,3,67020,51320
2019,일반의,D72,2159,2634,2643,86565910,61643870
2019,일반의,D73,148,181,192,17728200,12358620
2019,일반의,D74,2,2,2,33990,23890
2019,일반의,D75,473,604,604,25162250,18970550
2019,일반의,D76,44,88,88,6922360,4897260
2019,일반의,D77,15,21,21,434590,308790
2019,일반의,D80,7,35,35,628320,460940
2019,일반의,D81,3,10,10,157000,123600
2019,일반의,D82,22,243,243,14231640,12986660
2019,일반의,D83,2,4,4,63650,57450
2019,일반의,D84,61,250,263,4124590,3216890
2019,일반의,D86,27,69,69,2344830,1949930
2019,일반의,D89,15,32,32,538400,362210
2019,일반의,E00,18,28,28,604520,457420
2019,일반의,E01,35,70,70,2196200,1570660
2019,일반의,E02,526,2374,2374,81882460,60923960
2019,일반의,E03,63512,220964,221050,6616030090,4802197960
2019,일반의,E04,31159,38964,39014,2376343490,1677981240
2019,일반의,E05,20017,66038,66124,2570676210,1836322120
2019,일반의,E06,10529,18955,18968,1052169270,745557770
2019,일반의,E07,22839,31159,31200,1657736150,1180986760
2019,일반의,E10,7327,31686,32788,704190790,544710920
2019,일반의,E11,513043,3308297,3324273,71903036580,55735416760
2019,일반의,E12,228,1089,1092,21413030,16799590
2019,일반의,E13,19565,93822,93937,2040884280,1569505500
2019,일반의,E14,81369,385649,386208,8557552870,6552298160
2019,일반의,E15,16,18,29,1600840,1220500
2019,일반의,E16,3275,6323,6338,226363160,179363490
2019,일반의,E20,289,683,683,19838340,14654440
2019,일반의,E21,870,1659,1659,119327240,85369940
2019,일반의,E22,1690,3273,3271,167748650,121641390
2019,일반의,E23,542,2193,2196,54027790,40316250
2019,일반의,E24,148,480,511,16081360,12853170
2019,일반의,E25,33,108,108,1945050,1574950
2019,일반의,E26,17,38,38,2735830,2460230
2019,일반의,E27,622,1543,1589,53548960,41114570
2019,일반의,E28,9334,21035,21032,1161590450,791470950
2019,일반의,E29,737,1708,1708,52544490,37425990
2019,일반의,E30,5641,26070,26070,2376934480,1671409600
2019,일반의,E31,3,4,4,117990,86290
2019,일반의,E32,20,24,24,539370,397670
2019,일반의,E34,1048,2275,2275,55788750,39592450
2019,일반의,E35,178,313,313,20222350,14596780
2019,일반의,E40,1,1,1,19580,13780
2019,일반의,E41,189,431,431,4933480,3922880
2019,일반의,E42,3,3,3,42720,33720
2019,일반의,E43,2,2,2,95040,69040
2019,일반의,E44,71,133,133,2649740,1970940
2019,일반의,E45,10,10,10,156670,116270
2019,일반의,E46,342,659,681,11883550,9271140
2019,일반의,E50,6318,10414,10414,148171330,110847470
2019,일반의,E51,90,176,269,8979590,6374200
2019,일반의,E53,935,1462,1462,33112020,24631730
2019,일반의,E54,123,274,274,5525400,4083600
2019,일반의,E55,33648,51497,51527,1031814560,748210610
2019,일반의,E56,1708,2378,2378,46694730,35445270
2019,일반의,E58,1798,3785,3785,57540520,44181220
2019,일반의,E59,10,13,27,1545030,1274040
2019,일반의,E60,20,32,32,938050,625450
2019,일반의,E61,1168,1730,1729,29425340,22111880
2019,일반의,E63,1821,2998,3012,70026430,55670470
2019,일반의,E64,92,129,140,3466220,2644230
2019,일반의,E65,42,44,44,768640,583440
2019,일반의,E66,6244,11379,11416,707664360,511127110
2019,일반의,E67,77,107,107,1887190,1341090
2019,일반의,E68,1,1,1,66190,52990
2019,일반의,E70,39,45,45,845820,662420
2019,일반의,E71,29,288,290,17946620,15892500
2019,일반의,E72,71,202,202,9357710,8353270
2019,일반의,E73,233,318,318,4986870,4565970
2019,일반의,E74,16,34,34,1617560,1390960
2019,일반의,E75,56,514,514,18149690,16043090
2019,일반의,E76,15,61,61,4760170,4108670
2019,일반의,E77,6,29,29,1127290,1005690
2019,일반의,E78,461241,1310276,1310348,28876744140,21034616680
2019,일반의,E79,1489,2429,2429,62158830,45469730
2019,일반의,E80,268,334,334,12407590,8721110
2019,일반의,E83,3923,7209,7295,154142830,121819820
2019,일반의,E84,14,21,21,452320,341920
2019,일반의,E85,13,71,71,1387480,1197180
2019,일반의,E86,43058,67546,67713,2163462880,1641807040
2019,일반의,E87,9217,21598,21676,1078101420,852034810
2019,일반의,E88,736,2267,2270,61608300,45055730
2019,일반의,E89,1688,4992,4993,138555010,100771230
2019,일반의,E90,52,212,212,2930230,2086430
2019,일반의,F00,44124,269708,305208,9938765710,7662116530
2019,일반의,F01,3043,11698,13903,482779300,371841300
2019,일반의,F02,392,1901,2334,109778260,86349240
2019,일반의,F03,5913,24314,24970,1416808880,1128905720
2019,일반의,F04,37,76,76,1036410,894210
2019,일반의,F05,224,574,583,21499140,16436460
2019,일반의,F06,64587,198911,202508,4163500300,3352510610
2019,일반의,F07,630,1557,2792,140925530,106299330
2019,일반의,F09,107,556,585,15676880,12273110
2019,일반의,F10,2443,11258,40562,2881520590,2192673690
2019,일반의,F11,3,10,217,12038290,8769950
2019,일반의,F13,29,199,199,3138960,2449460
2019,일반의,F15,3,5,5,356460,282260
2019,일반의,F16,4,13,13,580660,477260
2019,일반의,F17,446,770,770,12383840,8934740
2019,일반의,F18,1,1,1,19580,13780
2019,일반의,F19,11,12,12,726020,551220
2019,일반의,F20,3855,41583,83355,5583031740,4615703100
2019,일반의,F21,21,262,262,12844360,11253560
2019,일반의,F22,253,1725,3352,220400150,171139270
2019,일반의,F23,323,2108,2952,168802090,133060290
2019,일반의,F25,378,5204,9368,635964840,535973360
2019,일반의,F28,133,707,1201,112204730,92948170
2019,일반의,F29,690,6563,8815,518937640,420980700
2019,일반의,F30,139,645,645,15875290,12648470
2019,일반의,F31,7168,53978,66723,3655630730,2826069230
2019,일반의,F32,52745,319378,332541,16857230170,13326392520
2019,일반의,F33,6007,39151,39727,1843794320,1446787540
2019,일반의,F34,2800,15370,17138,757033130,597630940
2019,일반의,F38,2980,7537,7537,228284530,170693030
2019,일반의,F39,1399,3450,3451,88184500,70245980
2019,일반의,F40,4062,16620,16639,722258780,575762780
2019,일반의,F41,88210,329218,331638,10958860620,8650904820
2019,일반의,F42,1597,12059,12163,711923770,559060730
2019,일반의,F43,10183,35943,36121,1890368970,1505219320
2019,일반의,F44,98,346,346,19868250,15252050
2019,일반의,F45,11038,28617,28617,767192520,603055490
2019,일반의,F48,18667,37563,37656,899263210,688600160
2019,일반의,F50,2550,10178,10178,578038750,456144720
2019,일반의,F51,71427,262754,263562,5677328910,4450970870
2019,일반의,F52,970,1540,1540,18785340,13800830
2019,일반의,F53,13,42,42,2301860,1792460
2019,일반의,F54,215,325,325,5441280,4102980
2019,일반의,F55,7,8,8,181580,134180
2019,일반의,F59,416,679,679,9584130,7016430
2019,일반의,F60,144,763,985,62509430,48717340
2019,일반의,F61,2,3,3,478580,351880
2019,일반의,F62,7,23,171,16272660,12523660
2019,일반의,F63,246,1052,1186,79307520,62117810
2019,일반의,F64,979,6688,6688,120137420,86546920
2019,일반의,F65,34,222,222,11721090,9129990
2019,일반의,F66,63,145,145,3326990,2593690
2019,일반의,F68,8,32,32,1325860,1123260
2019,일반의,F69,2,10,10,596760,509160
2019,일반의,F70,657,4264,5549,286324130,224299530
2019,일반의,F71,279,2353,3671,187942110,147411790
2019,일반의,F72,157,1171,1273,55286860,41234570
2019,일반의,F73,25,185,571,30550380,22901070
2019,일반의,F78,69,451,834,50987530,39638090
2019,일반의,F79,103,845,1232,62294910,49666250
2019,일반의,F80,769,4437,4436,279749880,249326570
2019,일반의,F81,63,411,411,19722640,15169440
2019,일반의,F82,9,54,54,1795250,1618810
2019,일반의,F83,25,1103,1103,42028040,30008940
2019,일반의,F84,1041,10906,13269,746981240,616298380
2019,일반의,F88,4,5,5,106650,81950
2019,일반의,F89,57,152,178,12429150,10023720
2019,일반의,F90,7336,66230,66230,3639877930,2853270410
2019,일반의,F91,228,1333,1378,69074030,54808890
2019,일반의,F92,379,1372,1584,70575170,56813760
2019,일반의,F93,394,1832,1832,108782480,85510480
2019,일반의,F94,78,372,372,24136970,19596270
2019,일반의,F95,1289,8309,8309,493523380,380680980
2019,일반의,F98,534,1667,2025,133169370,111072280
2019,일반의,F99,590,4552,4552,187111510,143694110
2019,일반의,G00,19,25,48,3165070,2566110
2019,일반의,G01,1,1,1,19580,13780
2019,일반의,G02,3,4,4,57400,46200
2019,일반의,G03,353,549,790,51089090,44633720
2019,일반의,G04,70,514,519,39969800,36357120
2019,일반의,G05,703,1013,1056,21545610,15988850
2019,일반의,G06,12,32,40,1562710,1215300
2019,일반의,G07,1,1,2,1142720,842210
2019,일반의,G10,8,40,46,2542370,2024810
2019,일반의,G11,84,1734,1732,88354240,77554900
2019,일반의,G12,160,2222,2222,82510300,72600500
2019,일반의,G13,6,83,83,4226760,3997360
2019,일반의,G14,57,181,190,5232100,4162590
2019,일반의,G20,4674,27720,28046,813186980,695287770
2019,일반의,G21,597,2412,2423,55714460,45622450
2019,일반의,G22,272,1012,1012,18025590,14613290
2019,일반의,G23,66,229,229,11525180,8673640
2019,일반의,G24,2956,4770,4787,96788270,73845000
2019,일반의,G25,12815,31945,32090,663303730,512672380
2019,일반의,G26,12,40,40,650730,512830
2019,일반의,G30,2444,10437,10455,195894740,154295880
2019,일반의,G31,74078,217192,217248,3537134900,2904291970
2019,일반의,G32,126,320,320,4516650,3791750
2019,일반의,G35,79,698,698,13970800,12156700
2019,일반의,G36,17,90,90,2818380,2491780
2019,일반의,G37,61,519,552,22933060,17586030
2019,일반의,G40,5217,27895,28074,796342950,654301830
2019,일반의,G41,373,1943,1951,47974770,40980220
2019,일반의,G43,95731,180981,181211,3362147580,2479249900
2019,일반의,G44,84137,140368,141076,4626237050,3366652650
2019,일반의,G45,3238,8782,9124,438092920,323486890
2019,일반의,G46,1152,3328,4302,157296190,118414300
2019,일반의,G47,190874,603835,609443,18851455840,14829307150
2019,일반의,G50,8506,22429,22533,609671600,458825760
2019,일반의,G51,4433,12712,12918,344370560,251376570
2019,일반의,G52,281,476,530,19401300,14274200
2019,일반의,G53,39418,131738,132405,2579522900,2044570750
2019,일반의,G54,5172,15224,15968,819182440,598381370
2019,일반의,G55,2368,11118,11319,396403340,298074970
2019,일반의,G56,24861,60155,61054,2156132270,1557598130
2019,일반의,G57,22423,70225,70448,2785311880,2022585360
2019,일반의,G58,12629,26658,26715,968613720,713464650
2019,일반의,G59,587,1513,1513,30851510,24049910
2019,일반의,G60,43,328,349,14806700,13189310
2019,일반의,G61,107,830,1036,34211560,28922000
2019,일반의,G62,1536,4840,4853,96192930,75387760
2019,일반의,G63,3906,13591,13616,282106450,223973210
2019,일반의,G64,4322,8633,8785,188360030,144367400
2019,일반의,G70,178,799,819,19487360,16930570
2019,일반의,G71,189,3831,3831,169039810,152619320
2019,일반의,G72,37,70,99,3938550,2889620
2019,일반의,G73,46,77,77,2179920,1632320
2019,일반의,G80,1290,59844,65472,4428019470,3729753500
2019,일반의,G81,1094,17342,21476,1264943860,957750740
2019,일반의,G82,356,6218,7456,436670070,350423260
2019,일반의,G83,516,1483,1502,46548050,35727540
2019,일반의,G90,3510,7348,7547,229396090,167985710
2019,일반의,G91,225,938,966,32754370,27236760
2019,일반의,G93,2508,6293,6351,565873750,430073440
2019,일반의,G94,19,225,225,3462970,2984470
2019,일반의,G95,889,4228,4317,91226500,71534060
2019,일반의,G96,37,203,213,10725590,8464220
2019,일반의,G97,5,10,15,540910,417860
2019,일반의,G98,84,121,121,3530510,2575510
2019,일반의,G99,505,1085,1115,22334480,17193030
2019,일반의,H00,79526,107115,107123,2048341120,1475968470
2019,일반의,H01,34325,42320,42322,695053000,516362130
2019,일반의,H02,8461,20100,20189,695027010,511849730
2019,일반의,H03,795,1620,1646,37722320,29426200
2019,일반의,H04,95117,166686,166681,2661690580,1995803340
2019,일반의,H05,968,1208,1218,23370460,17347050
2019,일반의,H06,89,123,123,4040070,2884670
2019,일반의,H10,226623,318264,318282,5307702930,4044876870
2019,일반의,H11,22694,36215,36239,655912030,485575130
2019,일반의,H13,232,298,301,4933210,3804600
2019,일반의,H15,496,726,726,14778990,10673190
2019,일반의,H16,32214,50756,50777,895092800,676794840
2019,일반의,H17,137,342,342,6787380,5412480
2019,일반의,H18,893,1691,1691,29804800,22855200
2019,일반의,H19,6556,11477,11477,264787000,197079970
2019,일반의,H20,862,2672,2672,53152890,39418190
2019,일반의,H21,71,128,128,3043730,2248330
2019,일반의,H22,4,4,4,118630,83230
2019,일반의,H25,15608,39996,39995,1821397150,1429017820
2019,일반의,H26,3348,5621,5621,478050740,341996100
2019,일반의,H27,224,724,724,17194600,13826800
2019,일반의,H28,38,77,77,1975540,1627010
2019,일반의,H30,190,227,227,4756290,3749890
2019,일반의,H31,45,202,202,2935490,2425190
2019,일반의,H32,17,20,20,295560,244960
2019,일반의,H33,103,142,155,7343050,5253380
2019,일반의,H34,271,689,690,13069630,10168830
2019,일반의,H35,3886,6910,6940,228373940,171550630
2019,일반의,H36,4847,13078,13078,264516070,207255250
2019,일반의,H40,8358,18230,18230,425089660,323827330
