진료년도,표시과목,주상병코드,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2018,소아청소년과,L65,317,434,7777080,5632280
2018,소아청소년과,L66,342,509,7990580,5920680
2018,소아청소년과,L67,14,15,203600,149100
2018,소아청소년과,L68,3,3,0,0
2018,소아청소년과,L70,2359,4033,57294310,41073910
2018,소아청소년과,L71,258,394,5549100,4207100
2018,소아청소년과,L72,650,897,24020670,17386370
2018,소아청소년과,L73,587,915,13211230,9717330
2018,소아청소년과,L74,6622,7268,111895140,88033340
2018,소아청소년과,L75,71,75,1136060,880760
2018,소아청소년과,L80,185,230,3835190,2957590
2018,소아청소년과,L81,576,661,9063390,6878790
2018,소아청소년과,L82,55,68,1136220,885620
2018,소아청소년과,L83,9,12,215470,158970
2018,소아청소년과,L84,2246,3140,94322620,67909720
2018,소아청소년과,L85,4186,6421,99298730,77177730
2018,소아청소년과,L86,35,37,564790,424090
2018,소아청소년과,L87,14,30,443960,374060
2018,소아청소년과,L88,1,1,19110,17210
2018,소아청소년과,L89,61,148,2800840,2190040
2018,소아청소년과,L90,93,107,1587090,1225090
2018,소아청소년과,L91,113,169,3958340,2835340
2018,소아청소년과,L92,1068,1806,41067360,32276460
2018,소아청소년과,L93,8,11,208020,146320
2018,소아청소년과,L94,12,13,204650,156550
2018,소아청소년과,L95,43,59,989270,739470
2018,소아청소년과,L97,5,7,95330,74030
2018,소아청소년과,L98,2255,4866,94191150,74464150
2018,소아청소년과,L99,11,14,237820,177220
2018,소아청소년과,M00,140,224,3276180,2524980
2018,소아청소년과,M01,189,244,3918110,2822510
2018,소아청소년과,M02,517,904,13854740,10467640
2018,소아청소년과,M03,9,10,153430,111430
2018,소아청소년과,M05,103,274,4058480,3321280
2018,소아청소년과,M06,923,2073,30469850,23695650
2018,소아청소년과,M07,30,55,867010,700210
2018,소아청소년과,M08,24,36,565190,446190
2018,소아청소년과,M09,2,2,33810,25110
2018,소아청소년과,M10,2036,5282,78173310,57920410
2018,소아청소년과,M11,16,26,358190,301390
2018,소아청소년과,M12,792,1338,19959190,14930390
2018,소아청소년과,M13,12405,27357,409834280,316670430
2018,소아청소년과,M14,22,72,964810,778010
2018,소아청소년과,M15,4188,9112,127674390,98759590
2018,소아청소년과,M16,254,491,7329070,5863870
2018,소아청소년과,M17,2899,9376,145014350,116226280
2018,소아청소년과,M18,13,15,230430,175930
2018,소아청소년과,M19,2930,6266,89489470,69374170
2018,소아청소년과,M20,108,116,1734060,1341360
2018,소아청소년과,M21,496,628,9845420,7537420
2018,소아청소년과,M22,30,44,679700,507800
2018,소아청소년과,M23,63,92,1482530,1106230
2018,소아청소년과,M24,898,1663,28364240,22259640
2018,소아청소년과,M25,14430,25040,401748340,295951840
2018,소아청소년과,M30,1158,1436,65377840,57626300
2018,소아청소년과,M31,3,3,39180,30280
2018,소아청소년과,M32,19,73,1056390,857790
2018,소아청소년과,M33,1178,1974,27916750,21172150
2018,소아청소년과,M34,3,7,93530,78630
2018,소아청소년과,M35,142,319,4630900,3694900
2018,소아청소년과,M36,7,8,114680,84880
2018,소아청소년과,M40,18,35,494690,392990
2018,소아청소년과,M41,418,612,15220180,11004670
2018,소아청소년과,M42,21,38,478970,406670
2018,소아청소년과,M43,706,845,13400700,10734300
2018,소아청소년과,M45,773,1986,30226110,25183410
2018,소아청소년과,M46,63,147,2150620,1561320
2018,소아청소년과,M47,542,1522,20635960,16191860
2018,소아청소년과,M48,1181,5595,85328040,71680240
2018,소아청소년과,M49,13,32,350560,300360
2018,소아청소년과,M50,708,1556,23455270,17681170
2018,소아청소년과,M51,323,1482,20047700,16165300
2018,소아청소년과,M53,960,2022,34681100,26982600
2018,소아청소년과,M54,20840,45253,705634100,541600930
2018,소아청소년과,M60,3053,4336,78973120,58017770
2018,소아청소년과,M61,12,21,323380,256080
2018,소아청소년과,M62,4866,7229,111721920,82185780
2018,소아청소년과,M63,6,8,115340,97640
2018,소아청소년과,M65,940,1506,23401800,17778500
2018,소아청소년과,M66,4,4,41570,31070
2018,소아청소년과,M67,747,926,14541020,10898710
2018,소아청소년과,M68,1,2,31480,22080
2018,소아청소년과,M70,577,1019,17980980,13660580
2018,소아청소년과,M71,49,78,1273180,986180
2018,소아청소년과,M72,648,1217,18948020,14295420
2018,소아청소년과,M73,19,24,360940,260940
2018,소아청소년과,M75,1507,4026,65746780,50060740
2018,소아청소년과,M76,50,88,1262850,911650
2018,소아청소년과,M77,729,1490,23138510,16868710
2018,소아청소년과,M79,64165,110106,1830425370,1370863150
2018,소아청소년과,M80,144,366,5707760,4464160
2018,소아청소년과,M81,1261,3760,62456820,48533420
2018,소아청소년과,M82,31,85,1728140,1310640
2018,소아청소년과,M83,34,63,880460,724560
2018,소아청소년과,M84,22,32,626670,457970
2018,소아청소년과,M85,39,87,1249430,1007730
2018,소아청소년과,M86,5,5,98010,73010
2018,소아청소년과,M87,5,5,81840,59940
2018,소아청소년과,M88,1,2,24290,21290
2018,소아청소년과,M89,766,1230,21585510,16432010
2018,소아청소년과,M91,23,30,435810,343210
2018,소아청소년과,M92,20,31,431390,334790
2018,소아청소년과,M93,9,17,207790,159290
2018,소아청소년과,M94,144,163,2574230,1907430
2018,소아청소년과,M95,66,71,1231880,969780
2018,소아청소년과,M96,5,20,161020,131020
2018,소아청소년과,M99,76,136,1885120,1529720
2018,소아청소년과,N00,398,746,27182670,22069590
2018,소아청소년과,N01,7,14,268490,190590
2018,소아청소년과,N02,560,717,12457670,8990270
2018,소아청소년과,N03,13,20,289090,216690
2018,소아청소년과,N04,85,148,2961970,2256370
2018,소아청소년과,N05,63,89,1942020,1413020
2018,소아청소년과,N06,181,225,4019020,2869920
2018,소아청소년과,N07,2,2,26260,18560
2018,소아청소년과,N08,20,40,566340,424240
2018,소아청소년과,N10,1665,3016,149276200,127507090
2018,소아청소년과,N11,50,105,1979220,1426920
2018,소아청소년과,N12,276,469,17174940,14251800
2018,소아청소년과,N13,227,342,5538470,4380670
2018,소아청소년과,N14,1,2,58790,41290
2018,소아청소년과,N15,25,45,675860,492160
2018,소아청소년과,N16,2,12,154660,108660
2018,소아청소년과,N17,21,26,619700,477600
2018,소아청소년과,N18,64,162,2438150,2017050
2018,소아청소년과,N19,30,112,1587970,1261470
2018,소아청소년과,N20,91,113,1787990,1363490
2018,소아청소년과,N21,95,110,2394440,1743340
2018,소아청소년과,N22,4,5,86650,60950
2018,소아청소년과,N23,24,27,438930,329730
2018,소아청소년과,N25,9,16,213960,167360
2018,소아청소년과,N27,16,18,276740,210540
2018,소아청소년과,N28,96,112,30311380,27429640
2018,소아청소년과,N29,42,59,980970,769070
2018,소아청소년과,N30,31688,53472,948527020,718304660
2018,소아청소년과,N31,2141,3542,49629530,38603630
2018,소아청소년과,N32,387,563,8117170,6446270
2018,소아청소년과,N33,15,18,283250,220750
2018,소아청소년과,N34,5555,8005,125812080,95180000
2018,소아청소년과,N35,3,3,40470,32070
2018,소아청소년과,N36,16,16,246620,194520
2018,소아청소년과,N37,381,610,10830760,8216920
2018,소아청소년과,N39,50408,78106,1533224830,1189436240
2018,소아청소년과,N40,3533,11241,143307390,117191930
2018,소아청소년과,N41,155,362,4948130,3892330
2018,소아청소년과,N42,80,175,2353650,1911350
2018,소아청소년과,N43,486,563,9798080,7891880
2018,소아청소년과,N44,46,55,900610,683310
2018,소아청소년과,N45,249,319,6870750,5388220
2018,소아청소년과,N46,2,2,30620,21620
2018,소아청소년과,N47,207,309,8916930,6972430
2018,소아청소년과,N48,18578,23108,351181380,272057880
2018,소아청소년과,N49,38,53,774450,592050
2018,소아청소년과,N50,45,68,984760,737160
2018,소아청소년과,N51,300,375,5559110,4303210
2018,소아청소년과,N60,46,53,820000,588300
2018,소아청소년과,N61,460,634,9554640,6747840
2018,소아청소년과,N62,439,515,8801870,6355770
2018,소아청소년과,N63,176,202,2943410,2183710
2018,소아청소년과,N64,664,747,11968270,8630870
2018,소아청소년과,N70,43,83,3524340,2482140
2018,소아청소년과,N71,273,589,25721940,18078840
2018,소아청소년과,N72,67,151,4030040,2889340
2018,소아청소년과,N73,94,233,5764670,4387470
2018,소아청소년과,N74,57,169,6859400,4809400
2018,소아청소년과,N75,8,15,441510,309810
2018,소아청소년과,N76,5990,8728,160484660,119246160
2018,소아청소년과,N77,233,331,4802780,3580580
2018,소아청소년과,N80,22,77,1665690,1193690
2018,소아청소년과,N81,17,22,315260,250760
2018,소아청소년과,N82,1,1,11500,9100
2018,소아청소년과,N83,17,28,503310,366910
2018,소아청소년과,N84,19,31,1791490,1257490
2018,소아청소년과,N85,6,22,336320,241320
2018,소아청소년과,N86,6,9,711840,498840
2018,소아청소년과,N87,116,313,26609980,18745780
2018,소아청소년과,N88,5,6,206900,148300
2018,소아청소년과,N89,35,39,496970,402770
2018,소아청소년과,N90,172,216,3124580,2466580
2018,소아청소년과,N91,342,592,21925480,15400780
2018,소아청소년과,N92,230,357,11049770,7809370
2018,소아청소년과,N93,466,953,52377670,36804970
2018,소아청소년과,N94,13044,20694,302906400,214729500
2018,소아청소년과,N95,2234,7540,101142750,74274350
2018,소아청소년과,N96,5,12,188210,132010
2018,소아청소년과,N97,324,2188,28848360,20286360
2018,소아청소년과,N98,2,4,70060,49160
2018,소아청소년과,O00,4,17,466560,327560
2018,소아청소년과,O01,1,2,175290,122790
2018,소아청소년과,O02,4,6,899600,770200
2018,소아청소년과,O03,2,2,26500,18700
2018,소아청소년과,O04,1,1,20520,14420
2018,소아청소년과,O05,2,7,398970,343970
2018,소아청소년과,O07,1,2,32450,22750
2018,소아청소년과,O08,3,13,180880,127080
2018,소아청소년과,O10,3,3,47340,33340
2018,소아청소년과,O16,1,1,15310,10810
2018,소아청소년과,O20,5,5,667700,547800
2018,소아청소년과,O21,11,16,260890,192590
2018,소아청소년과,O22,1,1,15310,10810
2018,소아청소년과,O23,1,2,30060,21160
2018,소아청소년과,O24,7,12,273450,192350
2018,소아청소년과,O25,1,1,15860,11160
2018,소아청소년과,O26,29,77,1040020,733620
2018,소아청소년과,O28,1,1,15310,10810
2018,소아청소년과,O33,3,4,76960,59760
2018,소아청소년과,O34,1,1,19110,13410
2018,소아청소년과,O35,1,1,15310,13810
2018,소아청소년과,O44,3,7,94480,66680
2018,소아청소년과,O45,1,1,30440,21340
2018,소아청소년과,O86,1,1,19110,13410
2018,소아청소년과,O91,355,476,7027340,4955040
2018,소아청소년과,O92,495,568,8771660,6185160
2018,소아청소년과,O99,6,6,81170,57270
2018,소아청소년과,P00,3,3,44470,35370
2018,소아청소년과,P01,7,7,129240,102540
2018,소아청소년과,P02,8,9,188640,149540
2018,소아청소년과,P03,66,76,1339110,1063210
2018,소아청소년과,P04,1,1,57820,45720
2018,소아청소년과,P05,66,275,38391840,27207540
2018,소아청소년과,P07,377,2177,31183510,27804610
2018,소아청소년과,P08,2,2,34940,27740
2018,소아청소년과,P10,2,2,34940,27740
2018,소아청소년과,P11,2,4,54370,43270
2018,소아청소년과,P12,205,256,4494920,3576320
2018,소아청소년과,P13,207,266,5776220,4578520
2018,소아청소년과,P14,8,12,208640,168440
2018,소아청소년과,P15,65,67,1869890,1483190
2018,소아청소년과,P22,268,1450,20979050,18564550
2018,소아청소년과,P23,2,2,30660,22560
2018,소아청소년과,P24,32,70,1090390,866690
2018,소아청소년과,P27,5,11,154260,136760
2018,소아청소년과,P28,295,482,7535390,6033990
2018,소아청소년과,P29,7,7,124320,98620
2018,소아청소년과,P35,4,4,79160,60060
2018,소아청소년과,P36,127,131,2768980,2291480
2018,소아청소년과,P37,28,37,582590,458290
2018,소아청소년과,P38,5993,13128,259032010,205616610
2018,소아청소년과,P39,1342,1663,28407860,22680440
2018,소아청소년과,P51,81,125,2547090,2022190
2018,소아청소년과,P52,4,4,58740,46640
2018,소아청소년과,P54,66,68,1235290,981290
2018,소아청소년과,P55,2,3,51030,40530
2018,소아청소년과,P57,7,7,513800,491620
2018,소아청소년과,P58,40,53,946520,751520
2018,소아청소년과,P59,9362,25706,497864580,401824480
2018,소아청소년과,P61,11,11,169010,142510
2018,소아청소년과,P70,1,2,253060,249460
2018,소아청소년과,P71,2,2,38740,30740
2018,소아청소년과,P72,64,88,2204870,1733870
2018,소아청소년과,P74,18,19,629640,498540
2018,소아청소년과,P76,7,13,233050,184950
2018,소아청소년과,P78,364,504,8131780,6502580
2018,소아청소년과,P80,3,3,47240,37540
2018,소아청소년과,P81,123,134,2226060,1783760
2018,소아청소년과,P83,2635,4207,82862780,65813580
2018,소아청소년과,P90,37,41,697520,559720
2018,소아청소년과,P91,124,168,2743910,2195210
2018,소아청소년과,P92,2411,2911,49896700,39892900
2018,소아청소년과,P93,1,1,17470,13870
2018,소아청소년과,P94,12,12,222920,181020
2018,소아청소년과,P96,92,95,1780750,1417550
2018,소아청소년과,Q01,1,1,15310,13810
2018,소아청소년과,Q02,39,43,546720,443920
2018,소아청소년과,Q03,55,77,1243330,1036030
2018,소아청소년과,Q04,10,28,381140,330240
2018,소아청소년과,Q05,69,95,1441420,1200320
2018,소아청소년과,Q06,35,44,705000,562900
2018,소아청소년과,Q07,13,14,225500,186800
2018,소아청소년과,Q10,99,109,1745520,1413020
2018,소아청소년과,Q11,5,7,106570,81870
2018,소아청소년과,Q13,4,4,61700,51800
2018,소아청소년과,Q15,5,5,72690,58990
2018,소아청소년과,Q16,10,10,148230,120230
2018,소아청소년과,Q17,448,530,9982680,7971780
2018,소아청소년과,Q18,135,213,3141970,2420670
2018,소아청소년과,Q20,31,55,808100,672100
2018,소아청소년과,Q21,1814,2586,47228630,37609760
2018,소아청소년과,Q22,86,104,2662620,2111720
2018,소아청소년과,Q23,29,52,854830,700830
2018,소아청소년과,Q24,135,157,2531770,2057970
2018,소아청소년과,Q25,569,870,15262040,12183540
2018,소아청소년과,Q26,4,10,153530,129630
2018,소아청소년과,Q27,11,12,199190,155590
2018,소아청소년과,Q28,10,13,211430,169530
2018,소아청소년과,Q30,9,10,204290,158490
2018,소아청소년과,Q31,161,181,3104950,2488750
2018,소아청소년과,Q32,24,27,443290,358990
2018,소아청소년과,Q33,8,16,230560,183960
2018,소아청소년과,Q34,1,1,15310,10810
2018,소아청소년과,Q35,77,124,1795540,1435240
2018,소아청소년과,Q36,19,21,321420,250520
2018,소아청소년과,Q37,7,7,115100,86900
2018,소아청소년과,Q38,14477,20061,873890910,694385050
2018,소아청소년과,Q39,3,4,64280,49180
2018,소아청소년과,Q40,75,101,1580390,1265890
2018,소아청소년과,Q41,2,2,30220,24720
2018,소아청소년과,Q42,8,9,151840,122440
2018,소아청소년과,Q43,40,43,740440,594340
2018,소아청소년과,Q44,12,96,1228940,1094440
2018,소아청소년과,Q45,1,1,20000,15800
2018,소아청소년과,Q50,1,2,37560,29760
2018,소아청소년과,Q51,4,5,150390,107590
2018,소아청소년과,Q52,265,404,5693220,4572320
2018,소아청소년과,Q53,543,638,9423360,7600460
2018,소아청소년과,Q54,44,50,835500,676000
2018,소아청소년과,Q55,131,153,2184920,1723920
2018,소아청소년과,Q56,3,3,37460,29660
2018,소아청소년과,Q60,4,4,93800,73000
2018,소아청소년과,Q61,18,28,376190,279990
2018,소아청소년과,Q62,50,65,1023330,821930
2018,소아청소년과,Q63,4,4,65840,52240
2018,소아청소년과,Q64,7,7,110640,84740
2018,소아청소년과,Q65,692,782,11427860,9252460
2018,소아청소년과,Q66,248,294,4494570,3521170
2018,소아청소년과,Q67,1374,1550,26148970,21049970
2018,소아청소년과,Q68,741,858,15244750,12360340
2018,소아청소년과,Q69,51,54,903460,722760
2018,소아청소년과,Q70,49,54,885090,709490
2018,소아청소년과,Q71,6,8,128260,101760
2018,소아청소년과,Q72,3,4,72860,60660
2018,소아청소년과,Q74,159,178,2573830,2041630
2018,소아청소년과,Q75,268,352,5310400,4416200
2018,소아청소년과,Q76,314,339,5496240,4421440
2018,소아청소년과,Q77,20,90,1315200,1143400
2018,소아청소년과,Q78,4,6,87120,71220
2018,소아청소년과,Q79,61,80,1260280,1028280
2018,소아청소년과,Q80,10,11,165120,120320
2018,소아청소년과,Q81,6,10,169790,133290
2018,소아청소년과,Q82,350,404,6384170,5051370
2018,소아청소년과,Q83,24,25,367200,273800
2018,소아청소년과,Q84,26,33,720700,554700
2018,소아청소년과,Q85,171,286,4540970,3665970
2018,소아청소년과,Q87,41,184,2644310,2372610
2018,소아청소년과,Q89,36,43,643350,506650
2018,소아청소년과,Q90,128,824,11715910,10542310
2018,소아청소년과,Q91,1,9,117800,106600
2018,소아청소년과,Q93,21,151,1971990,1744890
2018,소아청소년과,Q95,1,1,14140,14140
2018,소아청소년과,Q96,3,3,207990,188790
2018,소아청소년과,Q98,5,38,558470,455370
2018,소아청소년과,Q99,12,33,507030,432030
2018,소아청소년과,R00,1084,1346,21787750,16092450
2018,소아청소년과,R01,2989,3550,67019470,53364270
2018,소아청소년과,R03,315,391,6220300,4547000
2018,소아청소년과,R04,5949,7016,123832190,94132090
2018,소아청소년과,R05,5238,12128,169688950,131420250
2018,소아청소년과,R06,4969,10631,164538980,127548580
2018,소아청소년과,R07,7384,9254,150910470,109994970
2018,소아청소년과,R09,4740,11603,161143300,124839000
2018,소아청소년과,R10,100360,137871,2482328760,1899344480
2018,소아청소년과,R11,172712,230800,3493704430,2628352430
2018,소아청소년과,R12,3423,5625,80475170,58526270
2018,소아청소년과,R13,66,83,1231790,930290
2018,소아청소년과,R14,925,1086,17104000,12615000
2018,소아청소년과,R15,39,48,747090,583390
2018,소아청소년과,R16,10,11,218850,164450
2018,소아청소년과,R17,448,553,11708150,9199450
2018,소아청소년과,R18,5,11,129250,112750
2018,소아청소년과,R19,1364,1727,26694220,20929220
2018,소아청소년과,R20,98,106,1584540,1195940
2018,소아청소년과,R21,21406,25969,387267040,301568240
2018,소아청소년과,R22,1066,1207,19497010,14860210
2018,소아청소년과,R23,2041,2703,44004670,33854470
2018,소아청소년과,R25,749,943,14646630,11110130
2018,소아청소년과,R26,650,693,10311980,8154780
2018,소아청소년과,R27,7,10,137740,115040
2018,소아청소년과,R29,933,1415,23007900,17413240
2018,소아청소년과,R30,610,833,14420400,11025200
2018,소아청소년과,R31,3170,3994,70689620,51468020
2018,소아청소년과,R32,798,1372,19329260,15108060
2018,소아청소년과,R33,43,56,854330,644530
2018,소아청소년과,R34,51,55,996460,787060
2018,소아청소년과,R35,2704,4248,62683410,47522310
2018,소아청소년과,R36,21,23,337780,263480
2018,소아청소년과,R39,1125,1380,26493400,20358890
2018,소아청소년과,R40,32,36,555440,439640
2018,소아청소년과,R41,246,522,7117700,5811500
2018,소아청소년과,R42,12451,15899,284814300,211149520
2018,소아청소년과,R43,54,73,1283200,957600
2018,소아청소년과,R44,39,44,994780,748780
2018,소아청소년과,R45,759,1010,15443310,12134810
2018,소아청소년과,R46,56,69,1232610,920510
2018,소아청소년과,R47,909,1106,16328200,12854600
2018,소아청소년과,R48,15,15,252210,183910
2018,소아청소년과,R49,762,929,16519980,12445680
2018,소아청소년과,R50,109295,190311,3214974250,2492644170
2018,소아청소년과,R51,33635,42582,637281040,463576960
2018,소아청소년과,R52,10817,18340,381128050,299250330
2018,소아청소년과,R53,1043,1945,24945500,18110210
2018,소아청소년과,R54,23,31,492300,437800
2018,소아청소년과,R55,607,651,12470950,8963850
2018,소아청소년과,R56,1637,2261,68149450,56698270
2018,소아청소년과,R57,19,66,837390,648890
2018,소아청소년과,R58,29,30,509720,389420
2018,소아청소년과,R59,968,1171,17765780,13353880
2018,소아청소년과,R60,1635,2972,50388760,37638760
2018,소아청소년과,R61,133,180,2592400,1907200
2018,소아청소년과,R62,3325,7040,147551850,113130650
2018,소아청소년과,R63,2552,3206,56343550,44008520
2018,소아청소년과,R64,27,37,491770,415470
2018,소아청소년과,R65,27,35,4590960,4014010
2018,소아청소년과,R68,109532,127244,2102375210,1494796410
2018,소아청소년과,R69,46,48,810280,613480
2018,소아청소년과,R70,1,1,15310,10810
2018,소아청소년과,R71,5,6,177750,127350
2018,소아청소년과,R72,51,75,2917360,2146160
2018,소아청소년과,R73,1307,1678,30696040,23561840
2018,소아청소년과,R74,55,77,1982230,1448230
2018,소아청소년과,R76,94,138,3165800,2278900
2018,소아청소년과,R77,1,1,15310,10810
2018,소아청소년과,R78,296,444,6272590,4969490
2018,소아청소년과,R79,24,30,945230,680130
2018,소아청소년과,R80,1192,1479,25935760,18601660
2018,소아청소년과,R81,264,535,7551810,5868710
2018,소아청소년과,R82,697,825,14268700,10781700
2018,소아청소년과,R83,1,1,15310,10810
2018,소아청소년과,R84,7,7,105880,81180
2018,소아청소년과,R86,1,10,146110,103110
2018,소아청소년과,R87,5,8,108190,78790
2018,소아청소년과,R89,15,16,300750,231750
2018,소아청소년과,R90,2,2,28970,22970
2018,소아청소년과,R91,7,8,111630,88630
2018,소아청소년과,R92,3,3,49730,35030
2018,소아청소년과,R93,10,11,149430,120230
2018,소아청소년과,R94,666,904,32507470,23906670
2018,소아청소년과,S00,27742,33866,585595170,454535450
2018,소아청소년과,S01,10658,15289,281631850,216668160
2018,소아청소년과,S02,159,170,3469510,2639310
2018,소아청소년과,S03,155,187,2772420,2067420
2018,소아청소년과,S04,6,6,93810,73610
2018,소아청소년과,S05,145,163,2601850,2024250
2018,소아청소년과,S06,1088,1198,19118360,15047160
2018,소아청소년과,S07,295,451,8506980,6514980
2018,소아청소년과,S08,17,47,702560,545460
2018,소아청소년과,S09,781,950,16928020,13115220
2018,소아청소년과,S10,433,474,8458980,6405180
2018,소아청소년과,S11,138,190,3567920,2694420
2018,소아청소년과,S13,1569,2794,40158020,30248420
2018,소아청소년과,S14,4,9,78940,57240
2018,소아청소년과,S15,8,9,140190,110590
2018,소아청소년과,S16,50,62,862140,624740
2018,소아청소년과,S17,1,1,13340,9340
2018,소아청소년과,S19,40,62,3053260,2517110
2018,소아청소년과,S20,476,641,11081380,8419180
2018,소아청소년과,S21,111,185,3534250,2715750
2018,소아청소년과,S22,49,83,1420910,1059110
2018,소아청소년과,S23,716,1078,16696810,12869210
2018,소아청소년과,S24,1,1,12760,11260
2018,소아청소년과,S27,10,11,213360,157960
2018,소아청소년과,S28,2,3,49730,35030
2018,소아청소년과,S29,9,15,243290,181090
2018,소아청소년과,S30,1097,1431,24934100,19040800
2018,소아청소년과,S31,470,741,13577540,10388740
2018,소아청소년과,S32,11,25,383730,305930
2018,소아청소년과,S33,3722,9221,130524150,102830650
2018,소아청소년과,S35,3,4,82060,57660
2018,소아청소년과,S36,7,14,215260,151460
2018,소아청소년과,S37,16,19,328030,257630
2018,소아청소년과,S38,3,3,65910,47710
2018,소아청소년과,S39,23,30,586560,445160
2018,소아청소년과,S40,553,709,12548150,9395250
2018,소아청소년과,S41,175,328,6406440,4745840
2018,소아청소년과,S42,93,120,2312180,1787980
2018,소아청소년과,S43,1818,3501,52982030,40567230
2018,소아청소년과,S45,7,9,175330,134430
2018,소아청소년과,S46,142,237,3613210,2714610
2018,소아청소년과,S47,3,3,59190,42990
2018,소아청소년과,S48,2,2,28710,22710
2018,소아청소년과,S49,12,14,215340,161340
2018,소아청소년과,S50,1885,2587,47562270,35720070
2018,소아청소년과,S51,1113,1848,36881160,27420660
2018,소아청소년과,S52,51,83,1996740,1506540
2018,소아청소년과,S53,1937,2393,104331090,82349560
2018,소아청소년과,S54,1,1,13040,9140
2018,소아청소년과,S55,5,7,143810,105810
2018,소아청소년과,S56,11,13,243460,185160
2018,소아청소년과,S57,27,68,1271040,932540
2018,소아청소년과,S59,21,37,662040,514440
2018,소아청소년과,S60,9105,12343,245371490,185297390
2018,소아청소년과,S61,9039,15271,303283770,226711470
2018,소아청소년과,S62,143,210,4638400,3459600
2018,소아청소년과,S63,1114,1524,28812700,21019300
2018,소아청소년과,S64,5,6,78340,64640
2018,소아청소년과,S65,225,321,6231440,4668140
2018,소아청소년과,S66,63,93,1795440,1323740
2018,소아청소년과,S67,210,351,6830380,5182380
2018,소아청소년과,S68,2,2,45350,31850
2018,소아청소년과,S69,266,417,8118530,6080230
2018,소아청소년과,S70,687,820,14969730,11203330
2018,소아청소년과,S71,182,284,5452030,4061230
2018,소아청소년과,S72,11,36,478630,411430
2018,소아청소년과,S73,290,381,5905330,4683830
2018,소아청소년과,S74,1,1,10950,9450
2018,소아청소년과,S75,3,3,42300,31400
2018,소아청소년과,S76,18,25,388430,290930
2018,소아청소년과,S77,2,2,36330,28530
2018,소아청소년과,S79,8,8,138710,109110
2018,소아청소년과,S80,5589,8510,160391710,119431100
2018,소아청소년과,S81,3265,6031,118496780,86567480
2018,소아청소년과,S82,30,64,1342810,982310
2018,소아청소년과,S83,1319,2460,37366460,27965260
2018,소아청소년과,S84,2,3,37330,32830
2018,소아청소년과,S85,19,25,444880,329580
2018,소아청소년과,S86,12,17,359270,270170
2018,소아청소년과,S87,91,162,3074790,2265990
2018,소아청소년과,S88,2,2,35020,26320
2018,소아청소년과,S89,107,200,3821710,2769610
2018,소아청소년과,S90,4952,6781,131693540,99414000
2018,소아청소년과,S91,3286,5365,104459330,78072930
2018,소아청소년과,S92,67,98,2184860,1649160
2018,소아청소년과,S93,1379,1905,33357440,24670760
2018,소아청소년과,S95,27,34,635260,469960
2018,소아청소년과,S96,46,67,1367960,1012460
2018,소아청소년과,S97,82,112,2151360,1600260
2018,소아청소년과,S99,147,441,8688070,6422970
2018,소아청소년과,T00,3560,4852,84231340,64402040
2018,소아청소년과,T01,1855,2742,50635170,38399470
2018,소아청소년과,T02,4,8,160700,125400
2018,소아청소년과,T03,184,257,3963560,3070560
2018,소아청소년과,T04,10,17,333900,241500
2018,소아청소년과,T06,1,3,54020,42720
2018,소아청소년과,T07,7,7,122760,97160
2018,소아청소년과,T08,1,1,16660,15060
2018,소아청소년과,T09,267,476,8725280,6556880
2018,소아청소년과,T10,10,10,176240,138140
2018,소아청소년과,T11,215,373,7624410,5705910
2018,소아청소년과,T12,7,9,255040,195940
2018,소아청소년과,T13,588,1056,19929570,14748170
2018,소아청소년과,T14,28197,38941,717118200,548239520
2018,소아청소년과,T15,167,182,4584720,3322320
2018,소아청소년과,T16,5840,6644,174262680,131667520
2018,소아청소년과,T17,4973,5315,133930650,102427150
2018,소아청소년과,T18,790,857,16720280,13108480
2018,소아청소년과,T19,3,3,76460,56060
2018,소아청소년과,T20,729,1195,35574890,26719090
2018,소아청소년과,T21,889,1773,53156170,39327270
2018,소아청소년과,T22,1374,3327,101867570,74137970
2018,소아청소년과,T23,8448,17241,587495080,442023780
2018,소아청소년과,T24,1499,3985,124033930,90924530
2018,소아청소년과,T25,1153,2809,92634700,68620100
2018,소아청소년과,T26,28,59,1278790,918790
2018,소아청소년과,T27,1,1,12660,8960
2018,소아청소년과,T28,22,26,411710,308410
2018,소아청소년과,T29,372,704,23640980,17816580
2018,소아청소년과,T30,4276,8000,270087100,203078590
2018,소아청소년과,T31,203,368,10679460,8065060
2018,소아청소년과,T33,127,167,2770350,2077150
2018,소아청소년과,T34,2,3,46680,34480
2018,소아청소년과,T35,27,34,492220,354920
2018,소아청소년과,T36,1,3,40190,31890
2018,소아청소년과,T37,4,4,70540,53240
2018,소아청소년과,T38,5,7,111490,84890
2018,소아청소년과,T39,1,1,13900,11000
2018,소아청소년과,T40,4,4,77750,54550
2018,소아청소년과,T42,1,1,20000,15800
2018,소아청소년과,T43,1,3,48260,38360
2018,소아청소년과,T44,1,1,16200,12800
2018,소아청소년과,T45,2,2,33670,26670
2018,소아청소년과,T46,2,2,27700,21900
2018,소아청소년과,T47,4,4,56200,46300
2018,소아청소년과,T48,5,8,112830,92330
2018,소아청소년과,T49,12,13,721570,630400
2018,소아청소년과,T50,23,24,414580,325980
2018,소아청소년과,T51,5,6,85230,64230
2018,소아청소년과,T52,3,3,43010,35710
2018,소아청소년과,T53,2,2,23000,18200
