진료년도,표시과목,주상병코드,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2018,정형외과,A18,13,146,2852100,2694100
2018,정형외과,A19,1,1,0,0
2018,정형외과,A22,1,1,21020,16820
2018,정형외과,A25,3,4,99660,69860
2018,정형외과,A26,3,6,85020,73020
2018,정형외과,A28,9,32,1241580,918840
2018,정형외과,A31,5,60,979180,766980
2018,정형외과,A35,12,15,521180,365580
2018,정형외과,A37,1,1,19110,13410
2018,정형외과,A38,3,3,69110,54110
2018,정형외과,A40,3,3,39580,33280
2018,정형외과,A41,6,9,2609430,2040380
2018,정형외과,A42,3,8,263270,184870
2018,정형외과,A46,4,6,144330,103930
2018,정형외과,A48,2,2,40510,30840
2018,정형외과,A49,715,1878,63389150,46008730
2018,정형외과,A51,6,14,459230,346340
2018,정형외과,A52,7,20,5465750,4224280
2018,정형외과,A53,7,10,182320,132820
2018,정형외과,A54,13,24,482050,342950
2018,정형외과,A56,3,5,57850,40750
2018,정형외과,A58,2,2,42170,29570
2018,정형외과,A59,25,46,953840,685840
2018,정형외과,A60,139,287,11525700,8157440
2018,정형외과,A63,238,738,23852580,16839780
2018,정형외과,A64,7,9,302370,213870
2018,정형외과,A65,1,1,15310,10810
2018,정형외과,A66,5,7,147200,112200
2018,정형외과,A68,1,1,20910,14710
2018,정형외과,A69,103,163,2424250,1842150
2018,정형외과,A74,444,1820,63360010,44540710
2018,정형외과,A75,69,87,36359200,28268530
2018,정형외과,A77,6,7,125980,92780
2018,정형외과,A79,1,1,24980,17580
2018,정형외과,A80,1,1,19110,13410
2018,정형외과,A86,1,1,19110,13410
2018,정형외과,A88,11,24,301370,252570
2018,정형외과,B00,4033,6024,100063410,74720630
2018,정형외과,B01,148,282,8985990,7362330
2018,정형외과,B02,10760,26212,817368720,623590350
2018,정형외과,B07,1413,3435,110876920,79607240
2018,정형외과,B08,201,313,6132280,4928420
2018,정형외과,B09,20,34,561990,451390
2018,정형외과,B15,13,18,4580350,3627970
2018,정형외과,B16,10,24,854190,601790
2018,정형외과,B17,147,257,14683140,10618400
2018,정형외과,B18,731,2615,124651450,89580780
2018,정형외과,B19,21,29,841120,613670
2018,정형외과,B25,1,2,43870,30770
2018,정형외과,B26,104,156,3653960,2681750
2018,정형외과,B30,77,113,1792790,1300190
2018,정형외과,B33,9,15,227720,169220
2018,정형외과,B34,7,8,171160,144560
2018,정형외과,B35,29051,63989,942564620,711352320
2018,정형외과,B36,524,877,13794910,10210510
2018,정형외과,B37,1024,1674,80729930,57403490
2018,정형외과,B41,1,6,24000,16800
2018,정형외과,B43,94,223,5447420,4001120
2018,정형외과,B46,55,147,1964020,1463820
2018,정형외과,B47,18,37,809190,593890
2018,정형외과,B48,122,207,2961980,2314180
2018,정형외과,B49,115,339,7845880,5844380
2018,정형외과,B50,2,2,33400,23500
2018,정형외과,B56,1,2,30620,21620
2018,정형외과,B66,27,46,791380,577090
2018,정형외과,B68,3,3,53740,37840
2018,정형외과,B69,1,2,33100,23300
2018,정형외과,B80,4,4,63010,48110
2018,정형외과,B82,2,2,26260,18560
2018,정형외과,B83,13,16,265140,202440
2018,정형외과,B85,23,24,352380,262280
2018,정형외과,B86,91,111,1620580,1255280
2018,정형외과,B87,2,7,169320,119020
2018,정형외과,B88,251,520,15124130,11148120
2018,정형외과,B89,3,3,43620,30720
2018,정형외과,B90,16,26,489250,372750
2018,정형외과,B91,147,228,5155530,3792630
2018,정형외과,B97,1,1,113440,79440
2018,정형외과,B98,6,7,97330,68630
2018,정형외과,B99,1,2,34190,28590
2018,정형외과,C02,8,38,1392710,1298010
2018,정형외과,C03,2,20,351890,334990
2018,정형외과,C04,1,1,10950,10450
2018,정형외과,C05,3,13,372060,354360
2018,정형외과,C06,3,9,219920,209420
2018,정형외과,C07,2,2,57350,54650
2018,정형외과,C08,1,39,698820,664920
2018,정형외과,C09,5,68,2154780,2005720
2018,정형외과,C11,6,12,385160,349810
2018,정형외과,C13,3,6,122190,108490
2018,정형외과,C15,21,48,2050720,1699430
2018,정형외과,C16,346,1221,38557660,34928760
2018,정형외과,C17,4,5,94130,66830
2018,정형외과,C18,202,891,23881010,22371700
2018,정형외과,C19,26,137,6651970,6001340
2018,정형외과,C20,63,331,9337160,8637960
2018,정형외과,C21,5,11,231110,219910
2018,정형외과,C22,168,707,22216340,19789500
2018,정형외과,C23,16,50,1556150,1377340
2018,정형외과,C24,51,202,4529590,4238280
2018,정형외과,C25,76,288,8526900,7421900
2018,정형외과,C26,4,6,107970,101870
2018,정형외과,C31,2,16,279730,262530
2018,정형외과,C32,7,216,5182850,4934150
2018,정형외과,C33,1,4,74800,71200
2018,정형외과,C34,247,1037,29443300,26887180
2018,정형외과,C37,1,1,29700,28300
2018,정형외과,C40,54,581,16935520,14198210
2018,정형외과,C41,25,163,6331070,5612410
2018,정형외과,C43,37,427,13892510,12509830
2018,정형외과,C44,58,234,9321940,8223650
2018,정형외과,C46,6,14,333830,313730
2018,정형외과,C47,2,3,61960,58060
2018,정형외과,C48,7,17,512810,464730
2018,정형외과,C49,80,355,20703980,17951910
2018,정형외과,C50,241,1299,40097470,36575360
2018,정형외과,C53,43,208,6196750,5564250
2018,정형외과,C54,16,86,3702010,3288700
2018,정형외과,C55,7,22,418660,382560
2018,정형외과,C56,38,322,6444930,6043390
2018,정형외과,C57,8,77,1184370,1048670
2018,정형외과,C58,1,1,63640,44640
2018,정형외과,C61,109,656,25649710,23508270
2018,정형외과,C62,2,18,402040,297540
2018,정형외과,C64,38,132,7143910,6202720
2018,정형외과,C65,5,24,370010,342610
2018,정형외과,C66,5,6,940900,741800
2018,정형외과,C67,36,265,6359030,5901020
2018,정형외과,C68,1,2,28230,25230
2018,정형외과,C69,1,1,26240,24940
2018,정형외과,C70,2,5,134660,128160
2018,정형외과,C71,34,263,6096130,5380370
2018,정형외과,C72,7,124,4295730,3949780
2018,정형외과,C73,200,870,26380810,23534970
2018,정형외과,C75,5,46,829310,785810
2018,정형외과,C76,22,62,1916380,1615340
2018,정형외과,C77,6,8,118130,100420
2018,정형외과,C78,31,166,6811320,5957650
2018,정형외과,C79,36,168,7203740,6542440
2018,정형외과,C80,23,45,2191260,1909240
2018,정형외과,C81,8,24,423390,379990
2018,정형외과,C82,12,20,481090,419690
2018,정형외과,C83,13,51,1346720,1208070
2018,정형외과,C84,3,8,157900,150400
2018,정형외과,C85,27,45,989120,892320
2018,정형외과,C88,3,6,81070,76470
2018,정형외과,C90,20,69,1755130,1593330
2018,정형외과,C91,4,9,166860,158860
2018,정형외과,C92,16,112,1853460,1614160
2018,정형외과,C93,2,6,78340,74740
2018,정형외과,C94,4,28,529530,488230
2018,정형외과,C95,7,64,1303540,1226840
2018,정형외과,C96,13,28,529970,488070
2018,정형외과,D00,12,77,3233920,3031570
2018,정형외과,D01,26,230,7227550,6740990
2018,정형외과,D02,8,13,294580,236380
2018,정형외과,D03,13,20,981740,818090
2018,정형외과,D04,11,96,1982720,1927520
2018,정형외과,D05,25,145,3884960,3441860
2018,정형외과,D06,18,138,5601410,5140110
2018,정형외과,D07,3,10,137410,106610
2018,정형외과,D09,7,15,493350,429160
2018,정형외과,D10,23,57,2464430,1831280
2018,정형외과,D11,23,37,726630,533430
2018,정형외과,D12,556,710,216991020,154055420
2018,정형외과,D13,55,82,4899700,3688680
2018,정형외과,D14,26,38,809040,592870
2018,정형외과,D15,8,9,793870,595070
2018,정형외과,D16,1837,3127,166999880,125350530
2018,정형외과,D17,18082,57674,2699433590,1991090700
2018,정형외과,D18,778,2002,102148000,75748000
2018,정형외과,D19,180,540,23608800,17407250
2018,정형외과,D20,5,15,349410,286010
2018,정형외과,D21,13380,41813,1920891220,1417460740
2018,정형외과,D22,26,70,2301230,1797130
2018,정형외과,D23,6807,22852,837317500,612161740
2018,정형외과,D24,68,75,2804790,2103680
2018,정형외과,D25,70,100,4535800,3282170
2018,정형외과,D26,20,33,1741450,1242120
2018,정형외과,D27,32,47,4175540,3135680
2018,정형외과,D29,16,23,393330,297430
2018,정형외과,D30,20,61,2124250,1657650
2018,정형외과,D31,2,2,26000,20800
2018,정형외과,D32,54,302,10692610,9064530
2018,정형외과,D33,78,217,16466550,14138120
2018,정형외과,D34,124,210,7798860,5552930
2018,정형외과,D35,28,116,4707020,4034690
2018,정형외과,D36,1119,3020,134158690,98767120
2018,정형외과,D37,31,74,3152900,2847200
2018,정형외과,D38,3,3,64070,52070
2018,정형외과,D39,8,12,1247850,1107040
2018,정형외과,D41,6,14,594690,497490
2018,정형외과,D42,2,11,139650,123250
2018,정형외과,D43,23,84,5528200,4640620
2018,정형외과,D44,5,21,342810,263510
2018,정형외과,D45,4,6,167610,148410
2018,정형외과,D46,12,54,952050,847050
2018,정형외과,D47,32,96,2553850,2056250
2018,정형외과,D48,380,815,44073360,35409660
2018,정형외과,D50,1375,2631,67253920,48231960
2018,정형외과,D51,25,106,1772920,1365720
2018,정형외과,D52,28,49,897840,673640
2018,정형외과,D53,47,87,2098540,1564340
2018,정형외과,D59,2,4,81680,67380
2018,정형외과,D61,3,3,42980,32480
2018,정형외과,D62,2,2,26260,18560
2018,정형외과,D63,9,29,517860,433960
2018,정형외과,D64,754,1168,39598280,28736810
2018,정형외과,D66,5,92,1712400,1534000
2018,정형외과,D68,17,32,1117870,852270
2018,정형외과,D69,96,201,4975970,3721140
2018,정형외과,D70,2,2,460690,336230
2018,정형외과,D72,47,58,1304320,929420
2018,정형외과,D73,2,3,265550,193550
2018,정형외과,D75,10,15,339770,255070
2018,정형외과,D76,6,12,534760,375060
2018,정형외과,D80,1,1,40290,28290
2018,정형외과,D84,3,16,153760,124960
2018,정형외과,D86,4,16,795670,620160
2018,정형외과,D89,1,1,19110,13410
2018,정형외과,E01,2,3,15310,10810
2018,정형외과,E02,2,4,139310,97710
2018,정형외과,E03,1906,6648,186981130,135717840
2018,정형외과,E04,142,191,6303670,4529160
2018,정형외과,E05,561,2094,72663450,51723520
2018,정형외과,E06,143,256,11104930,7854030
2018,정형외과,E07,320,617,22213590,16123660
2018,정형외과,E10,912,4202,106161110,82078840
2018,정형외과,E11,19244,109310,2374243990,1812364110
2018,정형외과,E12,20,83,1756760,1303160
2018,정형외과,E13,1705,7249,165226700,128664690
2018,정형외과,E14,4818,21799,463264660,355214420
2018,정형외과,E15,3,3,911390,713370
2018,정형외과,E16,53,77,2998400,2184120
2018,정형외과,E20,13,32,763360,537760
2018,정형외과,E21,8,15,356350,264450
2018,정형외과,E22,11,44,1124950,926350
2018,정형외과,E23,32,175,2945480,2281060
2018,정형외과,E24,18,114,2549540,2167440
2018,정형외과,E25,3,32,1289930,1112130
2018,정형외과,E26,2,2,42940,33340
2018,정형외과,E27,10,69,1777970,1576670
2018,정형외과,E28,38,68,1215640,866840
2018,정형외과,E29,4,10,124410,94610
2018,정형외과,E30,65,193,4130330,2908330
2018,정형외과,E32,3,4,65780,50480
2018,정형외과,E34,200,324,11322900,8687190
2018,정형외과,E35,4,4,172600,121100
2018,정형외과,E41,2,2,18280,12980
2018,정형외과,E44,20,47,760280,659280
2018,정형외과,E45,13,14,229190,161390
2018,정형외과,E46,23,32,529350,412950
2018,정형외과,E50,475,956,12483160,9239060
2018,정형외과,E51,3,3,37210,28010
2018,정형외과,E53,16,24,364240,285740
2018,정형외과,E54,3,4,58790,49790
2018,정형외과,E55,4791,8475,164245690,120285320
2018,정형외과,E56,269,407,6958130,5474530
2018,정형외과,E58,543,1189,33940180,25050180
2018,정형외과,E61,56,104,2167270,1611770
2018,정형외과,E63,144,235,3558960,2784810
2018,정형외과,E64,26,38,701860,548960
2018,정형외과,E65,19,19,309290,225490
2018,정형외과,E66,357,713,12138380,8620680
2018,정형외과,E70,7,15,339450,238150
2018,정형외과,E74,1,2,1774740,1441020
2018,정형외과,E75,6,8,167980,121180
2018,정형외과,E77,1,1,27900,19600
2018,정형외과,E78,13908,42506,811312200,596491160
2018,정형외과,E79,123,325,5875150,4309790
2018,정형외과,E80,1,1,27660,19460
2018,정형외과,E83,2329,5315,101341900,76979180
2018,정형외과,E84,2,13,248730,212830
2018,정형외과,E85,1,18,279400,247900
2018,정형외과,E86,695,1082,27613800,20972240
2018,정형외과,E87,262,472,24132810,18373460
2018,정형외과,E88,155,341,14020520,10435650
2018,정형외과,E89,43,144,3125090,2337890
2018,정형외과,E90,1,1,15310,10810
2018,정형외과,F00,983,4818,57522430,44180170
2018,정형외과,F01,127,474,7528500,5970500
2018,정형외과,F02,25,98,1916520,1617120
2018,정형외과,F03,386,783,17126700,13319060
2018,정형외과,F04,2,6,76160,55360
2018,정형외과,F05,16,29,1623860,1208750
2018,정형외과,F06,4317,11161,185765010,149776920
2018,정형외과,F07,198,274,13931540,10341620
2018,정형외과,F09,1,1,10370,8870
2018,정형외과,F10,40,130,9356670,8119800
2018,정형외과,F11,1,1,102640,71940
2018,정형외과,F13,1,2,93430,68730
2018,정형외과,F17,34,46,946120,684220
2018,정형외과,F19,1,1,18190,16390
2018,정형외과,F20,32,290,12626220,10821130
2018,정형외과,F22,6,78,5497650,4776150
2018,정형외과,F23,4,30,2758620,2450020
2018,정형외과,F25,4,37,2122750,1852850
2018,정형외과,F28,2,2,22630,19630
2018,정형외과,F29,1,2,75150,67650
2018,정형외과,F30,5,14,146280,117380
2018,정형외과,F31,93,440,9676390,7600550
2018,정형외과,F32,1033,2614,50647250,38791830
2018,정형외과,F33,105,392,11207930,8865430
2018,정형외과,F34,40,72,1905960,1424760
2018,정형외과,F38,69,157,2672570,1986970
2018,정형외과,F39,56,126,1724210,1308580
2018,정형외과,F40,42,112,2305850,1726250
2018,정형외과,F41,2329,5826,167617010,130505960
2018,정형외과,F42,8,19,481920,365420
2018,정형외과,F43,86,225,10749210,8466840
2018,정형외과,F44,2,2,30620,24620
2018,정형외과,F45,904,2242,37628300,28307460
2018,정형외과,F48,1795,2776,53740730,40335750
2018,정형외과,F50,82,123,1603570,1303200
2018,정형외과,F51,3404,9939,153450830,119809350
2018,정형외과,F52,149,241,1201600,904500
2018,정형외과,F54,3,3,45360,31860
2018,정형외과,F55,1,1,19110,13410
2018,정형외과,F59,4,4,56880,40180
2018,정형외과,F60,7,9,262310,201310
2018,정형외과,F63,2,5,74020,52120
2018,정형외과,F66,2,2,34420,24220
2018,정형외과,F68,1,1,15320,10820
2018,정형외과,F78,1,1,15310,10810
2018,정형외과,F79,4,4,61240,46240
2018,정형외과,F80,5,5,148840,110940
2018,정형외과,F82,3,3,74580,56880
2018,정형외과,F84,17,79,2860930,2273230
2018,정형외과,F88,2,2,93290,81790
2018,정형외과,F89,4,7,159670,121470
2018,정형외과,F90,25,64,1714880,1326150
2018,정형외과,F91,1,1,110100,77100
2018,정형외과,F92,14,77,998580,803880
2018,정형외과,F94,1,2,23000,18200
2018,정형외과,F95,30,36,766100,549000
2018,정형외과,F98,16,23,465060,334660
2018,정형외과,F99,2,5,41610,35710
2018,정형외과,G00,2,2,31030,23230
2018,정형외과,G03,6,7,493140,425920
2018,정형외과,G04,16,36,1184550,886560
2018,정형외과,G05,90,123,4261350,3187240
2018,정형외과,G06,12,25,5309820,4024720
2018,정형외과,G08,1,1,14140,14140
2018,정형외과,G09,7,8,334800,260000
2018,정형외과,G10,1,1,10950,9950
2018,정형외과,G11,12,129,2347670,1838170
2018,정형외과,G12,39,351,6509050,5086150
2018,정형외과,G14,365,697,14504120,10676620
2018,정형외과,G20,510,2487,60418670,53180560
2018,정형외과,G21,125,204,3047110,2521410
2018,정형외과,G22,13,147,2349050,2090350
2018,정형외과,G23,26,92,1523390,1159490
2018,정형외과,G24,447,857,20333730,14845550
2018,정형외과,G25,2071,5450,103852730,79500490
2018,정형외과,G26,1,4,84630,59530
2018,정형외과,G30,111,387,10532580,8076230
2018,정형외과,G31,6478,16046,254797310,205796260
2018,정형외과,G32,11,31,418490,362490
2018,정형외과,G35,17,194,3539760,2945760
2018,정형외과,G36,1,1,20910,18910
2018,정형외과,G37,9,27,4308200,3215340
2018,정형외과,G40,328,1343,22341240,16840210
2018,정형외과,G41,25,77,1017180,805580
2018,정형외과,G43,6386,10796,216459560,160839930
2018,정형외과,G44,5595,10381,293851910,213465430
2018,정형외과,G45,361,953,39682980,30093370
2018,정형외과,G46,145,348,15256960,11239550
2018,정형외과,G47,10871,28862,405121250,312140560
2018,정형외과,G50,536,1263,26378540,20015800
2018,정형외과,G51,996,3622,70952900,52873330
2018,정형외과,G52,43,59,1272200,958300
2018,정형외과,G53,1763,5730,129383120,100748390
2018,정형외과,G54,3262,11274,352256030,257817580
2018,정형외과,G55,3434,14283,537492320,399109870
2018,정형외과,G56,52352,159335,6067591810,4489245160
2018,정형외과,G57,16787,51104,1493736790,1097144720
2018,정형외과,G58,7036,14768,483896210,352528860
2018,정형외과,G59,247,895,18285640,14134360
2018,정형외과,G60,30,168,3266670,2787130
2018,정형외과,G61,27,496,14284610,12605350
2018,정형외과,G62,477,1423,32627700,24497960
2018,정형외과,G63,1269,4450,107212170,81698720
2018,정형외과,G64,2093,4946,98965970,74423260
2018,정형외과,G70,46,297,8422060,7446360
2018,정형외과,G71,44,118,2983470,2511190
2018,정형외과,G72,12,13,456850,323550
2018,정형외과,G73,11,22,1192270,1034370
2018,정형외과,G80,252,697,13075630,10014130
2018,정형외과,G81,600,1494,35982750,28212230
2018,정형외과,G82,289,782,15688330,11844540
2018,정형외과,G83,292,1325,29406060,22431380
2018,정형외과,G90,154,334,9200310,7085590
2018,정형외과,G91,18,34,1564510,1125010
2018,정형외과,G93,287,494,15589980,11428810
2018,정형외과,G94,4,5,82540,62840
2018,정형외과,G95,187,735,31873260,24834730
2018,정형외과,G96,8,9,147170,122870
2018,정형외과,G97,3,5,87930,69030
2018,정형외과,G98,10,14,297880,220480
2018,정형외과,G99,26,66,1767040,1381160
2018,정형외과,H00,1438,1941,32563570,23593840
2018,정형외과,H01,845,1309,27393960,20808020
2018,정형외과,H02,84,130,3475550,2581850
2018,정형외과,H03,4,4,57010,41810
2018,정형외과,H04,4322,10035,293045570,218612170
2018,정형외과,H05,76,97,2681830,2015170
2018,정형외과,H06,6,8,128800,95400
2018,정형외과,H10,3103,4544,72982890,54995610
2018,정형외과,H11,908,1621,23514640,17475240
2018,정형외과,H13,18,28,400250,296450
2018,정형외과,H15,4,6,187520,135120
2018,정형외과,H16,792,1221,25947850,19167150
2018,정형외과,H17,4,4,129450,90750
2018,정형외과,H18,11,16,1159130,856310
2018,정형외과,H19,77,152,2040470,1528870
2018,정형외과,H20,14,41,1076330,759430
2018,정형외과,H21,1,2,126530,88630
2018,정형외과,H22,2,2,34420,24220
2018,정형외과,H25,325,707,64093570,50674650
2018,정형외과,H26,105,167,14251520,10455890
2018,정형외과,H28,16,17,203540,148140
2018,정형외과,H32,1,5,51580,44080
2018,정형외과,H33,9,9,501240,351440
2018,정형외과,H34,13,34,531720,399520
2018,정형외과,H35,97,258,9181920,7368520
2018,정형외과,H36,106,216,6100230,4574130
2018,정형외과,H40,228,430,11701380,8786450
2018,정형외과,H42,4,8,101280,81380
2018,정형외과,H43,7,11,383830,291530
2018,정형외과,H44,29,59,843190,616690
2018,정형외과,H45,1,1,58550,41050
2018,정형외과,H47,6,6,232480,166180
2018,정형외과,H49,4,9,184310,132710
2018,정형외과,H50,16,17,303670,224670
2018,정형외과,H52,759,983,48141030,34082130
2018,정형외과,H53,17,18,330430,239030
2018,정형외과,H54,12,13,310530,239330
2018,정형외과,H55,2,2,34420,31020
2018,정형외과,H57,37,39,1155140,838040
2018,정형외과,H58,1,1,17060,11960
2018,정형외과,H59,6,6,103600,80100
2018,정형외과,H60,1430,2423,46805520,34073210
2018,정형외과,H61,107,211,5155110,3729110
2018,정형외과,H62,21,29,513040,384940
2018,정형외과,H65,295,613,9751870,7440970
2018,정형외과,H66,1179,3025,42093830,32391030
2018,정형외과,H67,22,29,631660,470560
2018,정형외과,H68,6,6,92190,69390
2018,정형외과,H69,8,8,163490,118890
2018,정형외과,H70,18,22,543850,402970
2018,정형외과,H72,5,5,76550,60050
2018,정형외과,H73,4,4,60930,44230
2018,정형외과,H74,2,2,38220,26920
2018,정형외과,H81,4482,7970,193140070,147816460
2018,정형외과,H82,75,93,4703540,3534830
2018,정형외과,H83,10,10,1969940,1493280
2018,정형외과,H90,10,21,187120,140520
2018,정형외과,H91,44,52,802440,651410
2018,정형외과,H92,73,77,1355810,995810
2018,정형외과,H93,320,613,11124290,8603020
2018,정형외과,I00,55,150,5152360,3954760
2018,정형외과,I01,3,3,37830,31130
2018,정형외과,I05,10,48,1365310,976610
2018,정형외과,I07,1,2,198120,138820
2018,정형외과,I08,12,27,1278870,929300
2018,정형외과,I10,85826,474960,7728779230,5993456060
2018,정형외과,I11,702,3360,59519970,46748810
2018,정형외과,I12,1081,1741,88764670,63009470
2018,정형외과,I13,1004,1157,85363540,60147340
2018,정형외과,I15,250,1203,18992990,15075320
2018,정형외과,I20,1231,3528,81842900,62559370
2018,정형외과,I21,62,154,2905350,2241490
2018,정형외과,I22,4,10,138330,113330
2018,정형외과,I23,7,69,404470,313770
2018,정형외과,I24,15,36,615180,485980
2018,정형외과,I25,98,364,7083360,5600960
2018,정형외과,I26,6,18,296410,252710
2018,정형외과,I27,102,213,2751440,2257040
2018,정형외과,I28,3,4,86730,60930
2018,정형외과,I30,2,2,30620,21620
2018,정형외과,I31,7,37,671850,574650
2018,정형외과,I32,1,5,99520,89820
2018,정형외과,I34,8,28,507080,380680
2018,정형외과,I35,36,184,7249660,5350180
2018,정형외과,I36,4,4,56320,39720
2018,정형외과,I37,1,1,15310,14310
2018,정형외과,I39,7,11,200700,142800
2018,정형외과,I40,1,9,303070,212870
2018,정형외과,I41,2,2,10950,7750
2018,정형외과,I42,28,183,5037020,4404170
2018,정형외과,I44,4,18,563490,426390
2018,정형외과,I45,8,13,270050,205750
2018,정형외과,I47,85,140,3562530,2573530
2018,정형외과,I48,203,895,26885070,20452010
2018,정형외과,I49,436,1028,23240150,17475350
2018,정형외과,I50,247,614,17629000,13473440
2018,정형외과,I51,84,152,3014310,2324110
2018,정형외과,I52,1,1,15310,10810
2018,정형외과,I60,13,16,3073750,2285120
2018,정형외과,I61,99,254,4555660,3587150
2018,정형외과,I62,9,20,1192010,898990
2018,정형외과,I63,1211,5199,107090890,84959660
2018,정형외과,I64,70,292,4958490,4031190
2018,정형외과,I65,133,798,15889110,12359980
2018,정형외과,I66,25,84,3038050,2284890
2018,정형외과,I67,438,1675,39101120,31028230
2018,정형외과,I68,36,58,1110160,854760
2018,정형외과,I69,670,2007,45449980,35826870
2018,정형외과,I70,602,1652,31104340,24546370
2018,정형외과,I71,17,47,861180,720380
2018,정형외과,I72,18,35,1511240,1159760
2018,정형외과,I73,6946,15575,293423140,225953290
2018,정형외과,I74,119,333,5992560,4711810
2018,정형외과,I77,34,159,2403120,1966920
2018,정형외과,I78,70,132,3332890,2482110
2018,정형외과,I79,65,315,7611820,5825720
2018,정형외과,I80,800,1521,37518160,28417590
2018,정형외과,I81,1,1,19110,13410
2018,정형외과,I82,64,149,14184310,11158960
2018,정형외과,I83,2410,4537,104392060,79913890
2018,정형외과,I86,171,237,4991560,3850480
2018,정형외과,I87,4109,8110,163029250,123911450
2018,정형외과,I88,280,400,10539530,7712430
2018,정형외과,I89,1401,3172,61155820,46867140
2018,정형외과,I95,134,176,3690410,2794610
2018,정형외과,I97,13,31,579820,445620
2018,정형외과,I98,8,19,288000,211400
2018,정형외과,I99,54,127,1943430,1538030
2018,정형외과,J00,51426,86570,1391741710,1050110840
2018,정형외과,J01,7539,13122,228913390,169380850
2018,정형외과,J02,24266,38490,610420210,452910440
2018,정형외과,J03,36685,59648,983883320,724527350
2018,정형외과,J04,20268,35809,583579170,441387390
2018,정형외과,J05,76,143,2717550,2176670
2018,정형외과,J06,57683,100580,1589123400,1201189780
2018,정형외과,J09,579,856,70619240,57594640
2018,정형외과,J10,4787,6577,395687140,318127830
2018,정형외과,J11,3542,4982,159135980,122069230
2018,정형외과,J12,79,103,4619300,3543060
2018,정형외과,J13,4,10,2854880,2150080
2018,정형외과,J14,16,29,2810460,2140080
2018,정형외과,J15,780,1568,122535670,93313520
2018,정형외과,J16,96,104,2904410,2144980
2018,정형외과,J17,11,28,604940,446640
2018,정형외과,J18,3400,5935,430645290,333493090
2018,정형외과,J20,108062,202598,3257354420,2441768330
2018,정형외과,J21,8227,14618,246166510,186467290
2018,정형외과,J22,6462,10809,225817040,167642180
2018,정형외과,J30,41131,72640,1130843850,850384520
2018,정형외과,J31,314,650,10236320,7670350
2018,정형외과,J32,1716,2535,43032490,31163070
2018,정형외과,J33,6,8,146650,103050
2018,정형외과,J34,241,303,6668220,4882310
2018,정형외과,J35,1087,1389,24166350,17546030
2018,정형외과,J36,7108,12680,233116530,171230330
2018,정형외과,J37,45,122,2045490,1667760
2018,정형외과,J38,67,88,2092490,1543490
2018,정형외과,J39,599,884,16272750,12165170
2018,정형외과,J40,23299,40831,660596230,505820960
2018,정형외과,J41,3318,6013,93930190,73020250
2018,정형외과,J42,2262,4317,71699070,55519550
2018,정형외과,J43,30,45,2393240,1834550
2018,정형외과,J44,606,1682,48496740,37983080
2018,정형외과,J45,7881,17258,305326040,234257340
2018,정형외과,J46,114,356,7625500,5799540
2018,정형외과,J47,166,346,6560180,4911040
2018,정형외과,J60,3,3,52490,40490
2018,정형외과,J61,2,2,68870,48370
2018,정형외과,J63,1,2,37680,26480
2018,정형외과,J64,4,7,106680,81280
2018,정형외과,J67,1,2,41760,29360
2018,정형외과,J68,1,1,31620,22220
2018,정형외과,J69,2,2,33520,30220
2018,정형외과,J70,9,10,227630,165630
2018,정형외과,J80,3,3,39600,30400
2018,정형외과,J81,5,7,216790,154290
2018,정형외과,J84,283,474,12685060,9942140
2018,정형외과,J85,4,4,291910,206610
2018,정형외과,J86,1,1,22570,15870
2018,정형외과,J90,48,53,1944490,1454130
2018,정형외과,J91,3,5,335820,235320
2018,정형외과,J92,3,6,116160,90960
2018,정형외과,J93,347,491,16113280,11588510
2018,정형외과,J94,35,55,2480830,1835790
2018,정형외과,J96,2,2,34520,28120
2018,정형외과,J98,222,267,10653360,7624760
2018,정형외과,J99,3,3,71110,53010
2018,정형외과,K00,3,3,1625070,1271610
2018,정형외과,K01,9,15,228360,160560
2018,정형외과,K02,12,16,327640,238040
2018,정형외과,K03,11,12,201770,155470
2018,정형외과,K04,162,280,4800190,3649190
2018,정형외과,K05,1299,2273,34590840,26476410
2018,정형외과,K06,19,30,792600,592100
2018,정형외과,K07,17291,34637,812604730,589200380
2018,정형외과,K08,369,466,7679560,5883860
2018,정형외과,K09,16,24,589330,420130
2018,정형외과,K10,415,762,19713410,14426010
2018,정형외과,K11,180,257,5120560,3802170
2018,정형외과,K12,2151,3346,53606270,41133980
2018,정형외과,K13,98,121,1910590,1456790
2018,정형외과,K14,248,360,5499050,4342650
2018,정형외과,K20,379,561,9332260,6911660
2018,정형외과,K21,19420,37425,800570590,591168320
2018,정형외과,K22,36,45,1745530,1259530
2018,정형외과,K23,3,5,115620,81120
2018,정형외과,K25,5254,9479,214347420,160110470
2018,정형외과,K26,920,1426,58866150,42261210
2018,정형외과,K27,2461,4872,88667410,67359270
2018,정형외과,K28,47,178,2794730,2215780
2018,정형외과,K29,88467,195550,5035163060,3675229530
2018,정형외과,K30,8488,16191,363814600,270467610
2018,정형외과,K31,598,875,16581440,12329660
2018,정형외과,K35,350,473,16247980,12012410
2018,정형외과,K36,49,60,1176820,841620
2018,정형외과,K37,128,187,4617490,3393000
2018,정형외과,K38,13,25,554300,414700
2018,정형외과,K40,328,458,19263860,15330750
2018,정형외과,K41,19,21,372090,296490
2018,정형외과,K42,13,14,225780,178080
2018,정형외과,K43,62,87,2719870,2090210
