진료년도,표시과목,주상병코드,환자수,명세서 청구건수,입내원일수,요양급여비용총액,보험자부담금
2020,내과,E27,1299,3370,3366,146220130,114263860
2020,내과,E28,862,1514,1512,79114800,55503930
2020,내과,E29,166,673,673,11941470,9596260
2020,내과,E30,791,2163,2156,53837920,38024120
2020,내과,E31,3,3,3,51470,39370
2020,내과,E32,43,63,61,2291770,1652930
2020,내과,E34,213,411,411,10395980,7629680
2020,내과,E35,721,884,884,55882270,39677520
2020,내과,E41,431,654,654,15874880,12349080
2020,내과,E42,5,6,6,83480,65780
2020,내과,E43,81,103,103,4058490,2939710
2020,내과,E44,138,180,180,3584190,2746190
2020,내과,E45,1,1,1,13570,9570
2020,내과,E46,530,976,976,20839090,15798690
2020,내과,E50,1953,3479,3486,51648150,39038720
2020,내과,E51,43,87,87,1764070,1354870
2020,내과,E53,1061,2162,2162,55427610,42600850
2020,내과,E54,26,68,68,1316900,966060
2020,내과,E55,56817,87396,87394,2118907380,1524253130
2020,내과,E56,2740,4297,4297,122776020,90345490
2020,내과,E58,1672,3329,3329,74301840,55503790
2020,내과,E59,3,3,3,124670,87470
2020,내과,E60,35,50,50,1808620,1312220
2020,내과,E61,1796,2718,2718,68408430,50638110
2020,내과,E63,3429,5605,5605,150821420,114120140
2020,내과,E64,136,211,211,4502510,3445110
2020,내과,E65,60,64,64,1974150,1415450
2020,내과,E66,2013,3151,3150,66762320,47093630
2020,내과,E67,48,52,52,2765150,1968450
2020,내과,E70,11,17,17,434740,330940
2020,내과,E71,18,122,122,15613360,13952960
2020,내과,E72,20,31,31,1235010,923610
2020,내과,E73,52,61,61,1113110,846810
2020,내과,E74,657,1029,1029,19754630,15582860
2020,내과,E75,52,154,154,2624180,2052680
2020,내과,E76,5,7,7,141860,103160
2020,내과,E77,15,15,15,193500,151500
2020,내과,E78,1170657,3970376,3970052,97926206860,71163583160
2020,내과,E79,5099,8027,8026,485132330,344201360
2020,내과,E80,398,549,549,22496840,15750740
2020,내과,E83,4669,8879,8878,233568170,174194550
2020,내과,E84,13,30,30,827700,634800
2020,내과,E85,26,69,69,1686750,1471350
2020,내과,E86,18663,25597,25629,1678023200,1192513010
2020,내과,E87,5209,8591,8685,389442790,291441110
2020,내과,E88,400,510,509,18256830,13111430
2020,내과,E89,4437,16154,16155,585157570,422393310
2020,내과,E90,245,332,332,8156330,5897130
2020,내과,F00,18735,104784,104960,1726806140,1363709500
2020,내과,F01,1519,4661,4684,104686380,82566230
2020,내과,F02,186,607,605,11469260,9155560
2020,내과,F03,2463,6845,6839,156346710,122263630
2020,내과,F04,6,19,19,464760,357460
2020,내과,F05,111,314,314,3744480,3110780
2020,내과,F06,63059,176600,176578,3100239780,2527644960
2020,내과,F07,410,988,987,18085280,14355780
2020,내과,F09,10,54,54,751740,624540
2020,내과,F10,416,790,813,18831050,13922740
2020,내과,F11,3,5,5,162900,120700
2020,내과,F13,9,11,11,155680,123680
2020,내과,F14,1,1,1,16140,14540
2020,내과,F15,6,7,7,148280,104180
2020,내과,F17,469,951,951,15625810,11327500
2020,내과,F18,6,7,7,165230,116030
2020,내과,F19,14,15,15,522510,371010
2020,내과,F20,454,1944,1943,43824690,38004790
2020,내과,F21,4,5,5,296570,264470
2020,내과,F22,16,50,50,579440,502840
2020,내과,F23,20,68,68,1152520,984920
2020,내과,F25,28,60,60,1615260,1402660
2020,내과,F28,4,33,33,408290,327090
2020,내과,F29,19,71,71,2168660,1922260
2020,내과,F30,50,99,99,1426030,1161330
2020,내과,F31,1608,4696,4696,66918110,51617810
2020,내과,F32,21617,62044,62068,1058166190,831858340
2020,내과,F33,1913,5726,5745,93738330,74856730
2020,내과,F34,1089,2604,2613,55554520,42350670
2020,내과,F38,3179,7249,7248,155661890,118429490
2020,내과,F39,1559,3359,3359,58286310,45148670
2020,내과,F40,1930,4313,4313,71196890,55295980
2020,내과,F41,87329,207466,207546,3620434940,2812423000
2020,내과,F42,122,249,249,4002540,3117440
2020,내과,F43,4664,8741,8756,154898710,117752100
2020,내과,F44,9,24,24,586650,454450
2020,내과,F45,17223,36717,36721,676298510,521832570
2020,내과,F48,22599,43241,43236,922839690,698643550
2020,내과,F50,990,1556,1556,27725600,21351400
2020,내과,F51,76783,236178,236174,3603001970,2782632620
2020,내과,F52,245,370,370,6816220,5089140
2020,내과,F53,2,4,4,49150,34650
2020,내과,F54,217,373,373,10475740,7662700
2020,내과,F55,2,12,12,493350,345950
2020,내과,F59,46,61,61,904060,640460
2020,내과,F60,18,22,22,553750,409150
2020,내과,F62,2,2,2,32280,25880
2020,내과,F63,5,6,6,101070,71070
2020,내과,F64,5,59,59,565560,398560
2020,내과,F65,3,6,6,577100,413200
2020,내과,F66,20,38,38,572260,413160
2020,내과,F68,6,22,22,1274260,1166560
2020,내과,F70,14,30,30,526900,398000
2020,내과,F71,2,3,3,108560,83160
2020,내과,F72,1,2,2,85030,73430
2020,내과,F73,4,6,6,106620,85520
2020,내과,F78,7,12,12,261560,188160
2020,내과,F79,6,22,22,390580,274680
2020,내과,F80,72,90,88,2246440,1732240
2020,내과,F81,4,4,4,60300,46200
2020,내과,F82,2,6,6,195670,137170
2020,내과,F83,2,2,2,33210,32410
2020,내과,F84,74,161,161,4967370,3844670
2020,내과,F89,8,8,8,122900,104200
2020,내과,F90,256,717,717,10135630,7252430
2020,내과,F91,12,17,17,253860,205260
2020,내과,F92,190,417,417,6271350,4991250
2020,내과,F93,7,9,9,134020,95320
2020,내과,F94,3,14,14,256210,181310
2020,내과,F95,134,181,180,3481520,2521310
2020,내과,F98,20,34,34,483140,355140
2020,내과,F99,10,10,10,717310,524610
2020,내과,G00,4,5,5,178650,125250
2020,내과,G02,2,7,7,91620,79220
2020,내과,G03,97,106,106,2050320,1488720
2020,내과,G04,15,17,17,324200,250100
2020,내과,G05,586,899,899,17226160,12388550
2020,내과,G06,2,3,3,134530,94330
2020,내과,G08,2,4,4,59520,41920
2020,내과,G09,1,1,1,13620,9620
2020,내과,G10,4,37,41,1475870,1294470
2020,내과,G11,48,422,422,7089470,6294970
2020,내과,G12,88,419,418,9997670,8830170
2020,내과,G13,3,8,8,1089370,959070
2020,내과,G14,14,23,23,866350,610950
2020,내과,G20,3147,14864,14908,427177630,377338740
2020,내과,G21,370,1246,1246,20633590,17401390
2020,내과,G22,172,689,689,10423190,8765780
2020,내과,G23,70,155,155,3795090,3097790
2020,내과,G24,1287,1690,1702,34322920,25334170
2020,내과,G25,7091,15707,15700,300107590,234646880
2020,내과,G26,19,52,52,982010,831510
2020,내과,G30,1507,6111,6110,118202800,94111460
2020,내과,G31,77375,221581,221593,3765296180,3069105570
2020,내과,G32,56,128,128,2030980,1629780
2020,내과,G35,64,306,306,9303340,8312740
2020,내과,G36,15,46,46,1478430,1331430
2020,내과,G37,9,15,15,809560,589160
2020,내과,G40,2800,9747,9747,157413400,120893530
2020,내과,G41,207,671,671,13810220,11405520
2020,내과,G43,130239,237884,237980,4542421390,3311899420
2020,내과,G44,77727,115235,115230,2753475460,2003488960
2020,내과,G45,2381,6356,6352,186689370,141735970
2020,내과,G46,826,2544,2543,69370060,52732170
2020,내과,G47,194262,578784,579192,9209366490,7067795080
2020,내과,G50,3647,6501,6510,119775560,91573990
2020,내과,G51,1943,3371,3434,101768570,75121530
2020,내과,G52,365,775,775,19119170,14172420
2020,내과,G53,32057,78308,78701,1307119990,1036623900
2020,내과,G54,506,1127,1126,48912580,35442680
2020,내과,G55,384,1064,1064,26637320,19919160
2020,내과,G56,3746,9680,9693,271643690,202299960
2020,내과,G57,1837,6474,6521,259761460,192671300
2020,내과,G58,3688,6945,6945,197898850,146860250
2020,내과,G59,364,1425,1425,30678300,24004600
2020,내과,G60,23,62,62,2773260,2445960
2020,내과,G61,107,353,352,15481370,13339200
2020,내과,G62,856,1653,1652,32206340,24923600
2020,내과,G63,6237,22784,22783,539101760,416285470
2020,내과,G64,2839,5503,5498,113153460,86836650
2020,내과,G70,201,933,949,30839280,27221770
2020,내과,G71,119,316,316,9205050,7698350
2020,내과,G72,99,206,206,6871060,4963960
2020,내과,G73,42,140,140,4384510,3366810
2020,내과,G80,34,166,166,3538190,2726990
2020,내과,G81,143,695,705,23194910,17839590
2020,내과,G82,38,311,311,10588050,7534250
2020,내과,G83,44,87,86,1619080,1202480
2020,내과,G90,2607,4439,4447,107293760,80633710
2020,내과,G91,52,101,99,3423050,2467110
2020,내과,G93,2091,2872,2871,171572900,121860520
2020,내과,G94,10,22,21,1638150,1162600
2020,내과,G95,355,808,808,16585720,13171420
2020,내과,G96,25,35,35,660040,527640
2020,내과,G97,3,12,12,250860,182060
2020,내과,G98,99,125,124,3473410,2621510
2020,내과,G99,414,833,833,13137150,10374650
2020,내과,H00,11068,13349,13349,212872850,154354950
2020,내과,H01,4129,4966,4965,77946690,58008190
2020,내과,H02,497,645,644,22535470,16517810
2020,내과,H03,20,30,30,745920,550020
2020,내과,H04,16257,27814,27814,428377060,322726460
2020,내과,H05,263,328,328,12668560,9028960
2020,내과,H06,39,92,91,3539200,2502200
2020,내과,H10,32517,43144,43144,654764860,497289250
2020,내과,H11,5313,8691,8691,130670790,97234280
2020,내과,H13,35,44,44,614340,477140
2020,내과,H15,34,47,47,2360380,1672180
2020,내과,H16,3141,4446,4446,67487150,51177880
2020,내과,H17,5,7,7,93340,75240
2020,내과,H18,45,63,63,1146390,849890
2020,내과,H19,410,639,639,10501470,7963470
2020,내과,H20,254,414,414,42402690,29753490
2020,내과,H21,8,10,9,129600,105500
2020,내과,H22,25,43,43,3640910,2556110
2020,내과,H25,4774,6849,6845,185063080,138915660
2020,내과,H26,2530,2971,2967,119593300,85921700
2020,내과,H27,8,8,8,227500,174400
2020,내과,H28,35,69,69,1266520,998220
2020,내과,H30,17,37,37,1752130,1245730
2020,내과,H31,7,8,8,364340,294940
2020,내과,H32,3,3,3,47820,38720
2020,내과,H33,90,102,102,7681500,5463900
2020,내과,H34,144,338,338,11698430,8193290
2020,내과,H35,647,2183,2181,95180920,81716110
2020,내과,H36,1076,3521,3521,69787220,55165320
2020,내과,H40,1630,3276,3276,44349260,36258650
2020,내과,H42,79,194,194,2469320,2000920
2020,내과,H43,39,63,63,2222230,1573330
2020,내과,H44,122,180,180,5311200,3801900
2020,내과,H45,5,6,6,146180,107680
2020,내과,H46,6,23,23,789440,574740
2020,내과,H47,11,13,13,939550,681950
2020,내과,H48,1,2,1,21610,15210
2020,내과,H49,15,32,32,3564040,2529340
2020,내과,H50,88,99,98,3884700,2777100
2020,내과,H51,2,2,2,27790,24790
2020,내과,H52,42,53,52,714790,545090
2020,내과,H53,279,341,337,17224960,12489720
2020,내과,H54,591,632,631,35244500,25273900
2020,내과,H55,27,30,30,2230000,1564200
2020,내과,H57,163,177,177,4355200,3142200
2020,내과,H58,8,8,8,118680,97480
2020,내과,H59,17,21,21,427880,316380
2020,내과,H60,19279,28802,28800,469230160,350885660
2020,내과,H61,1577,1935,1935,50164520,36715720
2020,내과,H62,242,392,391,6533550,4797650
2020,내과,H65,7336,12986,12986,215346000,160108400
2020,내과,H66,18044,36377,36382,578064190,439855290
2020,내과,H67,150,199,199,3134300,2307400
2020,내과,H68,797,1113,1113,20094720,14547820
2020,내과,H69,75,90,90,1617400,1230700
2020,내과,H70,31,43,43,1841940,1313740
2020,내과,H71,30,45,44,4136880,2944100
2020,내과,H72,57,65,65,1366640,1040440
2020,내과,H73,187,417,417,6421130,4730630
2020,내과,H74,10,10,10,325970,233870
2020,내과,H80,8,12,12,264320,206120
2020,내과,H81,133797,221530,222776,4756797220,3619808150
2020,내과,H82,3207,5635,5633,99873980,77524180
2020,내과,H83,913,1339,1337,25704430,20037750
2020,내과,H90,93,160,159,4714770,3620470
2020,내과,H91,1140,1723,1721,57808430,42002530
2020,내과,H92,944,1024,1024,17903350,13430350
2020,내과,H93,4619,7333,7327,183404470,136415160
2020,내과,H94,4,4,4,59960,45360
2020,내과,H95,8,22,22,570610,406010
2020,내과,I00,436,1212,1211,97392310,75103890
2020,내과,I01,39,54,54,1310790,957990
2020,내과,I02,2,2,2,34320,27320
2020,내과,I05,885,3725,3723,111580000,82711490
2020,내과,I06,223,1124,1123,35071920,26650720
2020,내과,I07,238,616,612,47148640,33488110
2020,내과,I08,397,1144,1150,33553010,25462420
2020,내과,I09,34,140,139,2432480,1924680
2020,내과,I10,3444408,23304296,23303348,4.80387E+11,3.69046E+11
2020,내과,I11,65499,410179,410235,9524178270,7397257260
2020,내과,I12,4004,22451,22447,582469090,443223660
2020,내과,I13,9705,46509,46504,1512055290,1131067180
2020,내과,I15,2229,8358,8357,274668910,201980480
2020,내과,I20,83666,322007,322380,9930022350,7690332010
2020,내과,I21,2730,9626,9641,313236080,245036380
2020,내과,I22,127,594,594,13188100,10427390
2020,내과,I23,102,607,607,14989880,11589080
2020,내과,I24,761,1934,1933,53555270,40503060
2020,내과,I25,10447,40763,40748,1184687690,900161540
2020,내과,I26,279,1032,1035,33431940,25149670
2020,내과,I27,163,461,460,22097310,16667190
2020,내과,I28,10,16,16,1147970,1066470
2020,내과,I30,43,74,74,6174660,4475350
2020,내과,I31,203,446,440,23545450,17465340
2020,내과,I32,1,2,2,181410,131510
2020,내과,I33,9,15,15,444470,316470
2020,내과,I34,1113,4088,4093,177189750,128999320
2020,내과,I35,2013,7671,7665,331206470,252372990
2020,내과,I36,77,231,230,7236400,5350770
2020,내과,I37,71,153,153,19446830,13697830
2020,내과,I38,26,71,70,1866440,1407040
2020,내과,I39,29,69,69,2033060,1508660
2020,내과,I40,23,72,72,1845270,1403070
2020,내과,I41,11,17,17,259840,191940
2020,내과,I42,2223,10688,10835,499058180,425414280
2020,내과,I43,8,52,52,1326120,1023820
2020,내과,I44,537,1035,1027,42705490,31203200
2020,내과,I45,1730,2528,2520,85096930,61919420
2020,내과,I46,12,36,36,1394720,1097020
2020,내과,I47,7995,19388,19369,533903070,394011810
2020,내과,I48,24577,112892,112885,3097696710,2370279640
2020,내과,I49,38697,82032,82015,2985470170,2171179060
2020,내과,I50,24513,102892,103038,2915652300,2240308320
2020,내과,I51,5568,7961,7959,487725430,350280510
2020,내과,I52,17,42,42,1662880,1237580
2020,내과,I60,124,333,333,13747930,9916190
2020,내과,I61,248,887,886,35517400,29299960
2020,내과,I62,37,103,103,4365790,3135250
2020,내과,I63,14549,62975,63325,1444080400,1138842880
2020,내과,I64,583,2228,2224,50734680,39468760
2020,내과,I65,8227,30016,30032,942665910,697339440
2020,내과,I66,691,2419,2430,155024460,111771830
2020,내과,I67,8436,24355,24390,863729900,622223240
2020,내과,I68,426,1131,1131,32590660,24766060
2020,내과,I69,3320,12136,12153,233744710,187148400
2020,내과,I70,23916,69521,69525,1856574270,1380638990
2020,내과,I71,597,1611,1606,57995240,43376340
2020,내과,I72,99,182,221,10547740,7891270
2020,내과,I73,66783,147415,147391,2874508160,2197512060
2020,내과,I74,1157,3138,3139,74034420,57005930
2020,내과,I77,196,376,375,8799670,6592170
2020,내과,I78,674,1270,1270,23479610,17789610
2020,내과,I79,820,1938,1936,38799280,30055980
2020,내과,I80,1706,3536,3534,69292620,52671770
2020,내과,I81,14,58,64,3738170,2746550
2020,내과,I82,401,1078,1076,26615850,20000140
2020,내과,I83,5487,10899,10910,282615120,216131880
2020,내과,I85,105,200,200,8688500,6298680
2020,내과,I86,374,595,594,17816020,13067480
2020,내과,I87,23627,47831,47828,842649210,632456420
2020,내과,I88,7545,10359,10366,310919610,220894590
2020,내과,I89,4047,7378,7378,158340270,117703670
2020,내과,I95,7301,9903,9907,294701970,218265780
2020,내과,I97,39,112,112,1941350,1480150
2020,내과,I98,41,88,124,10592070,7925650
2020,내과,I99,270,445,445,9788800,7284100
2020,내과,J00,523628,833606,833619,13651617500,10218255110
2020,내과,J01,112517,192708,192955,3660032790,2680703360
2020,내과,J02,370942,561632,561631,9184315100,6815285510
2020,내과,J03,412121,635602,635906,10507246310,7705752130
2020,내과,J04,199148,331500,331516,5375558880,4030494870
2020,내과,J05,449,653,661,11070580,8461390
2020,내과,J06,752333,1194988,1195010,19620457800,14606445090
2020,내과,J09,5911,7508,7508,135901130,97777330
2020,내과,J10,83944,107842,109353,2117972690,1545759530
2020,내과,J11,57262,72953,73510,1358681160,983495530
2020,내과,J12,149,217,216,6351550,4639250
2020,내과,J13,43,63,69,3547640,2649320
2020,내과,J14,4,8,8,113720,83920
2020,내과,J15,27713,58989,60064,1472229670,1103922340
2020,내과,J16,628,1217,1261,30194660,22767500
2020,내과,J17,405,634,673,22989300,17306780
2020,내과,J18,61911,121716,124944,3326450790,2491755060
2020,내과,J20,2209979,4182483,4184627,69760477880,52303482090
2020,내과,J21,84036,155490,155690,2785481180,2090808290
2020,내과,J22,119241,217689,217690,3559771320,2675329990
2020,내과,J30,752063,1343054,1343045,23227678150,17250441450
2020,내과,J31,11818,20613,20611,369570190,275112780
2020,내과,J32,46925,90601,90608,1618211350,1196895100
2020,내과,J33,126,202,202,9086940,6468040
2020,내과,J34,2786,4242,4240,113333920,80974850
2020,내과,J35,8258,12502,12514,244228500,179761310
2020,내과,J36,86887,141932,141960,2329697390,1713769990
2020,내과,J37,3316,6264,6263,103433130,79556920
2020,내과,J38,1430,2491,2514,284477260,200867630
2020,내과,J39,18600,31079,31091,509946620,377953100
2020,내과,J40,327324,621908,622039,10933560020,8261708890
2020,내과,J41,88165,178929,178919,3004705120,2309173870
2020,내과,J42,58579,127041,127122,2179303000,1699224350
2020,내과,J43,2621,4473,4477,327781780,233516770
2020,내과,J44,24522,92144,92538,1916557350,1512585210
2020,내과,J45,230816,692046,692893,14598811460,10969511560
2020,내과,J46,4791,15936,16106,314674790,240918210
2020,내과,J47,7848,21113,21122,556467760,419538950
2020,내과,J60,63,85,85,2072480,1555380
2020,내과,J61,20,22,22,469970,354370
2020,내과,J62,20,27,25,968450,716550
2020,내과,J63,9,18,18,426080,311280
2020,내과,J64,860,963,963,35822390,25387090
2020,내과,J65,1,2,2,25600,18000
2020,내과,J66,3,5,5,86370,60670
2020,내과,J67,32,67,77,3948820,2863330
2020,내과,J68,57,85,85,2508200,1827900
2020,내과,J69,58,94,408,71302980,56900270
2020,내과,J70,20,35,35,1431290,1054590
2020,내과,J80,85,223,223,5203150,3986980
2020,내과,J81,196,378,396,37104510,32130400
2020,내과,J82,216,429,429,22478190,15828590
2020,내과,J84,1572,4111,4217,169202780,134246120
2020,내과,J85,107,195,224,12250020,9343310
2020,내과,J86,16,24,23,948460,697260
2020,내과,J90,920,1238,1262,61196340,45722560
2020,내과,J91,61,73,116,11799600,9124040
2020,내과,J92,55,71,71,3072250,2191750
2020,내과,J93,2412,3025,3020,92032130,65728920
2020,내과,J94,815,931,936,41238640,29435090
2020,내과,J95,9,10,10,619370,442670
2020,내과,J96,159,248,247,9918930,7225100
2020,내과,J98,33325,37497,37459,2122880440,1504385440
2020,내과,J99,50,112,112,7899920,5718080
2020,내과,K00,26,28,28,703230,504930
2020,내과,K01,62,71,71,1745250,1235950
2020,내과,K02,97,112,112,2028360,1577860
2020,내과,K03,25,29,29,529910,406810
2020,내과,K04,2309,3413,3413,57461260,44326330
2020,내과,K05,13949,21945,21961,356674230,280375980
2020,내과,K06,54,69,69,1112030,832730
2020,내과,K07,993,1418,1418,31137370,23119590
2020,내과,K08,2162,2526,2526,46230800,33792100
2020,내과,K09,50,55,55,1335990,982790
2020,내과,K10,118,163,163,3528910,2683110
2020,내과,K11,3574,4856,4857,140659440,101708110
2020,내과,K12,43617,65662,65681,1268630880,947179580
2020,내과,K13,957,1281,1279,21199720,15965310
2020,내과,K14,3410,4730,4729,86679430,66485930
2020,내과,K20,6164,11268,11267,227358170,169033970
2020,내과,K21,2524336,5392600,5395079,1.65531E+11,1.19552E+11
2020,내과,K22,3219,7314,7327,307186560,222754670
2020,내과,K23,14,18,18,440800,332300
2020,내과,K25,361174,764607,765415,30923932260,22288598970
2020,내과,K26,84557,155872,155999,7390050850,5251259240
2020,내과,K27,150511,290595,290583,6115962460,4573841600
2020,내과,K28,222,457,457,12678640,9200870
2020,내과,K29,2153496,3683942,3684476,1.18436E+11,85285175300
2020,내과,K30,185813,273665,273670,8184981290,5903516980
2020,내과,K31,34204,49135,49103,4351862460,3089832830
2020,내과,K35,8172,8933,8951,577635370,408146160
2020,내과,K36,1045,1164,1157,70002550,49341990
2020,내과,K37,4249,4622,4596,301650930,212339710
2020,내과,K38,773,899,883,66427010,46955810
2020,내과,K40,1332,1753,1745,119401360,95146520
2020,내과,K41,129,159,158,3546600,2680800
2020,내과,K42,140,186,184,9475170,7075360
2020,내과,K43,243,273,269,7486750,5600980
2020,내과,K44,57,115,128,6075870,4561480
2020,내과,K45,49,66,79,2542360,1938620
2020,내과,K46,281,336,333,8349170,6288310
2020,내과,K50,1827,4773,4773,247253870,203340310
2020,내과,K51,6166,24259,24291,1250111230,1037464740
2020,내과,K52,461295,643838,644304,20071424240,14453578970
2020,내과,K55,580,839,898,78466230,56238500
2020,내과,K56,8510,13935,14139,431918470,317685360
2020,내과,K57,9110,13302,13402,1306798320,919995630
2020,내과,K58,771323,1212524,1213585,70994260110,50498026860
2020,내과,K59,561493,896237,896442,43325952460,31136870040
2020,내과,K60,566,952,960,73969690,58223040
2020,내과,K61,427,749,772,40447120,31614860
2020,내과,K62,13357,17251,17249,2150186320,1513901940
2020,내과,K63,360639,494884,495205,1.62978E+11,1.14486E+11
2020,내과,K64,23763,33338,33405,1761354360,1279047200
2020,내과,K65,724,928,975,49311590,35721280
2020,내과,K66,249,374,373,22360940,15756300
2020,내과,K67,38,66,66,4285900,3102800
2020,내과,K70,22744,50704,50991,2181039200,1554979340
2020,내과,K71,20612,40250,40603,1943271340,1383094830
2020,내과,K72,1213,2283,2283,117202290,83504730
2020,내과,K73,81352,184879,185215,7919041150,5674547600
2020,내과,K74,8809,31117,31685,1894770390,1374122270
2020,내과,K75,164285,313721,314198,15567897860,11005532550
2020,내과,K76,387054,591287,591641,42843716940,30109720580
2020,내과,K77,3814,5319,5319,322500890,227794820
2020,내과,K80,40579,75734,75991,4976536960,3496085020
2020,내과,K81,5225,7297,7415,630126900,445007290
2020,내과,K82,33095,40944,40885,4942662770,3404966170
2020,내과,K83,6234,9346,9406,953872830,668693490
2020,내과,K85,4353,6579,6932,522169720,372311560
2020,내과,K86,9742,15335,15289,1230224830,860867100
2020,내과,K87,2378,2874,2872,355304870,243459820
2020,내과,K90,360,787,786,46879130,33358390
2020,내과,K91,967,2439,2437,81162540,60756930
2020,내과,K92,14802,19891,19996,1429187910,1017456840
2020,내과,K93,158,249,249,4018040,3278640
2020,내과,L00,4,6,6,82890,60190
2020,내과,L01,10147,14783,14783,243077910,184005110
2020,내과,L02,46563,74872,74904,1333958930,1006889490
2020,내과,L03,108579,165520,165758,3049342090,2289824370
2020,내과,L04,52116,78191,78178,1494695600,1079899520
2020,내과,L05,818,1257,1257,22334360,16342290
2020,내과,L08,21822,32035,32034,553502320,416283930
2020,내과,L10,56,115,114,3200180,2772380
2020,내과,L11,4,5,5,195920,139220
2020,내과,L12,26,76,76,1955480,1724380
2020,내과,L13,979,1485,1485,23813670,17780870
2020,내과,L14,95,146,146,2876170,2276670
2020,내과,L20,40788,69821,69815,1322397650,989533780
2020,내과,L21,17354,26490,26488,413680000,318729530
2020,내과,L22,163,212,212,3193390,2663890
2020,내과,L23,187747,316550,316551,5324598720,4097255250
2020,내과,L24,12788,19238,19239,306247100,236414190
2020,내과,L25,25406,40149,40149,674399850,519770350
2020,내과,L26,23,30,30,513410,407910
2020,내과,L27,3620,4985,5004,92573190,68714820
2020,내과,L28,7192,10884,10883,203213470,151999300
2020,내과,L29,18964,28442,28461,563194220,426289250
2020,내과,L30,52670,78963,78960,1398399380,1067336970
2020,내과,L40,3615,7267,7264,133112020,100164060
2020,내과,L41,51,90,90,1356080,1033380
2020,내과,L42,115,161,160,3205600,2349400
2020,내과,L43,61,102,102,3308730,2438830
2020,내과,L44,9,9,9,157640,129040
2020,내과,L50,287368,473576,473606,9880260800,7349052660
2020,내과,L51,128,255,255,6142660,4537160
2020,내과,L52,224,596,596,28926390,20412880
2020,내과,L53,300,473,470,17168320,12446800
2020,내과,L54,7,10,10,624400,437500
2020,내과,L55,164,208,208,4284090,3157790
2020,내과,L56,70,84,84,2326680,1683780
2020,내과,L57,96,127,127,1896320,1463720
2020,내과,L58,12,15,15,712100,510600
2020,내과,L59,18,19,19,503850,365150
2020,내과,L60,2350,4587,4588,124385500,90403410
2020,내과,L62,4,4,4,81630,62130
2020,내과,L63,1273,2622,2621,64422520,45611710
2020,내과,L64,384,642,642,10776980,7645380
2020,내과,L65,809,1231,1231,24526350,17470250
2020,내과,L66,239,385,385,5934690,4278390
2020,내과,L67,2,3,3,49380,34680
2020,내과,L68,6,14,14,719980,509080
2020,내과,L70,3468,6409,6409,99003570,70050600
2020,내과,L71,323,669,668,10836360,7842960
2020,내과,L72,1005,2426,2424,95230500,68149270
2020,내과,L73,310,501,501,8305270,6099670
2020,내과,L74,213,239,239,4385590,3246290
2020,내과,L75,61,262,262,8532080,6329390
2020,내과,L80,160,214,213,4183450,3200150
2020,내과,L81,393,442,440,6708000,4968500
2020,내과,L82,93,122,121,1698380,1348090
2020,내과,L83,30,40,40,1233730,906130
2020,내과,L84,1843,3091,3090,124514660,88604740
2020,내과,L85,3526,5119,5119,87063450,64462050
2020,내과,L86,61,92,92,1270520,994020
2020,내과,L87,13,17,17,258620,188320
2020,내과,L88,4,91,91,1807890,1276390
2020,내과,L89,507,3186,3217,160083260,129107450
2020,내과,L90,100,133,133,4024960,2857360
2020,내과,L91,246,513,513,16555830,11679830
2020,내과,L92,118,145,145,4253830,3116930
2020,내과,L93,179,337,336,16996940,12411540
2020,내과,L94,54,98,98,6738830,4795230
2020,내과,L95,351,840,840,38446350,27238550
2020,내과,L97,9,13,13,268240,218040
2020,내과,L98,493,720,720,13721050,10335340
2020,내과,L99,11,12,12,178060,149060
2020,내과,M00,318,629,671,19978010,15070690
2020,내과,M01,453,657,657,11426120,8478520
2020,내과,M02,2760,4453,4451,84365920,63427920
2020,내과,M03,37,78,78,1159160,895860
2020,내과,M05,32753,214427,214438,13854566160,12174622600
2020,내과,M06,41611,111581,111559,6090598140,4361278840
2020,내과,M07,463,1845,1845,188828480,165619380
2020,내과,M08,234,799,799,72036620,62533020
2020,내과,M09,6,8,8,327520,234820
2020,내과,M10,106290,360344,360374,11696784960,8336338880
2020,내과,M11,251,704,704,17189230,12836530
2020,내과,M12,7159,15125,15124,469601840,338376280
2020,내과,M13,203861,478514,478534,12071700440,9128234390
2020,내과,M14,302,574,573,11632580,8902780
2020,내과,M15,77205,190230,190319,4338378580,3309907390
2020,내과,M16,2790,6847,6878,150774360,117502190
2020,내과,M17,101924,377495,381426,10844052250,8183233690
2020,내과,M18,196,681,681,10333090,7874790
2020,내과,M19,93153,232943,232969,7289777910,5348408290
2020,내과,M20,208,464,476,12545820,8959670
2020,내과,M21,113,179,193,6014180,4567750
2020,내과,M22,150,273,278,7119630,5108460
2020,내과,M23,773,2539,2615,62283140,46902190
2020,내과,M24,3997,8060,8124,184062020,138885050
2020,내과,M25,93421,179887,180002,4779576700,3565573920
2020,내과,M30,77,218,218,6941580,5847790
2020,내과,M31,162,974,974,84748790,74779030
2020,내과,M32,4561,14701,14694,1424081800,1159417780
2020,내과,M33,182,582,593,30003750,25848820
2020,내과,M34,437,2430,2430,167975430,146676040
2020,내과,M35,8401,33621,33612,2167255650,1802482390
2020,내과,M36,6,105,105,1369600,990100
2020,내과,M40,1072,2507,2507,127098430,90523660
2020,내과,M41,753,1599,1656,67591080,48370040
2020,내과,M42,7,8,8,112030,83930
2020,내과,M43,1168,3206,3352,144435990,107976470
