진료년도,표시과목,주상병코드,환자수,명세서 청구건수,입내원일수,요양급여비용총액,보험자부담금
2020,일반의,C23,376,2580,3967,403370450,376590360
2020,일반의,C24,681,4744,7815,737674210,686510840
2020,일반의,C25,1498,10809,16073,1901646910,1778400570
2020,일반의,C26,48,366,364,8047840,7458740
2020,일반의,C30,33,192,477,57293900,52604870
2020,일반의,C31,36,295,402,21342440,19608500
2020,일반의,C32,128,785,1069,44937460,40616010
2020,일반의,C33,26,166,202,19549400,18569620
2020,일반의,C34,3992,26795,43554,3805558430,3522296160
2020,일반의,C37,100,986,1213,80989970,75427800
2020,일반의,C38,31,246,341,13925390,12308140
2020,일반의,C39,27,120,122,2790130,2649120
2020,일반의,C40,21,64,139,6983040,6197680
2020,일반의,C41,80,733,865,38518780,35592620
2020,일반의,C43,405,1045,1673,161996250,146980390
2020,일반의,C44,948,5364,5796,238813060,217289700
2020,일반의,C45,27,91,208,55475880,51949260
2020,일반의,C46,26,265,279,7338660,6791570
2020,일반의,C47,12,23,23,1431370,1351570
2020,일반의,C48,79,602,1079,102532380,94517580
2020,일반의,C49,206,1784,2553,225527410,208252160
2020,일반의,C50,6828,45944,71466,3343616210,2977904170
2020,일반의,C51,31,382,522,26204120,24010840
2020,일반의,C52,11,149,246,14544590,13319710
2020,일반의,C53,602,3925,6498,323418430,294193690
2020,일반의,C54,593,3717,5204,278542860,243290520
2020,일반의,C55,72,695,833,30850290,28041210
2020,일반의,C56,1111,9620,13257,869930930,778926850
2020,일반의,C57,66,540,1123,62587220,56114360
2020,일반의,C58,6,27,27,1490540,1311230
2020,일반의,C60,7,93,93,5467440,5188940
2020,일반의,C61,2824,19165,21749,1285368170,1197112950
2020,일반의,C62,46,162,184,8750880,7292830
2020,일반의,C63,11,34,66,2424210,2007360
2020,일반의,C64,619,4079,4794,356348370,328115630
2020,일반의,C65,95,641,941,86285030,78848780
2020,일반의,C66,98,590,991,194344770,182245040
2020,일반의,C67,915,5693,7108,572939530,531907900
2020,일반의,C68,18,86,99,8164460,7620520
2020,일반의,C69,28,259,287,10032470,9016310
2020,일반의,C70,37,250,276,17079980,16088960
2020,일반의,C71,401,3416,6024,804684200,751179950
2020,일반의,C72,50,380,387,9918360,8635380
2020,일반의,C73,8431,26336,33984,1851419010,1611654260
2020,일반의,C74,34,277,369,16084000,14812770
2020,일반의,C75,30,291,291,6737920,5744720
2020,일반의,C76,78,316,375,20001470,19189240
2020,일반의,C77,146,486,739,32624960,27470860
2020,일반의,C78,379,2213,3049,179974250,166055140
2020,일반의,C79,192,1191,1874,220363810,205962330
2020,일반의,C80,227,1981,2581,256510910,239599630
2020,일반의,C81,55,254,393,9446400,8561650
2020,일반의,C82,68,513,677,25141220,23032040
2020,일반의,C83,249,1595,2980,232113240,213331340
2020,일반의,C84,43,469,630,31594670,29131730
2020,일반의,C85,264,1485,1765,85790300,78420830
2020,일반의,C86,31,208,702,73939220,67903840
2020,일반의,C88,75,285,335,20190430,18472370
2020,일반의,C90,240,1534,2365,175399490,161274450
2020,일반의,C91,80,554,596,18489750,16623160
2020,일반의,C92,207,1381,1659,110697990,102808100
2020,일반의,C93,9,31,163,53436000,50294390
2020,일반의,C94,24,78,138,9409400,8610000
2020,일반의,C95,58,246,269,12831420,11976960
2020,일반의,C96,37,240,241,5124230,4667680
2020,일반의,C97,1,1,1,11540,11040
2020,일반의,D00,131,621,673,23105430,21474410
2020,일반의,D01,550,2385,2531,145345150,133772680
2020,일반의,D02,56,675,675,18273540,17305300
2020,일반의,D03,151,201,197,4681620,3653120
2020,일반의,D04,117,619,619,22155690,20412810
2020,일반의,D05,758,3216,3534,193378380,176928950
2020,일반의,D06,761,2709,2822,191880560,174461190
2020,일반의,D07,318,706,851,55118960,43095500
2020,일반의,D09,123,662,694,22488780,20703350
2020,일반의,D10,429,659,676,36185880,25920160
2020,일반의,D11,194,285,285,10237010,7432430
2020,일반의,D12,21554,26073,26977,8077582940,5734170230
2020,일반의,D13,9149,10425,10446,1398632860,961456390
2020,일반의,D14,1638,1953,2027,235095830,165813810
2020,일반의,D15,168,211,210,14208760,10032130
2020,일반의,D16,261,360,378,26308740,18907080
2020,일반의,D17,30313,79356,79834,5350938310,3815442160
2020,일반의,D18,6453,8366,8413,1275841360,881888960
2020,일반의,D19,22,54,54,2898300,2175500
2020,일반의,D20,9,11,21,1484090,1080760
2020,일반의,D21,13823,40971,41267,2761647840,1972477260
2020,일반의,D22,2629,3149,3148,84001190,60636390
2020,일반의,D23,65055,132571,132844,8736645360,6208706540
2020,일반의,D24,20631,27742,28020,1672418430,1186083940
2020,일반의,D25,45280,59579,62488,8623147870,6115289600
2020,일반의,D26,825,960,986,97888520,68648530
2020,일반의,D27,8678,11564,12248,1611286880,1099750580
2020,일반의,D28,2161,3878,3933,622780560,437861250
2020,일반의,D29,1802,3290,3287,420176400,295286260
2020,일반의,D30,1820,2127,2167,306922160,212622220
2020,일반의,D31,100,151,151,11788990,8588460
2020,일반의,D32,572,4042,4206,167262530,151164760
2020,일반의,D33,525,1908,2177,139735380,114785140
2020,일반의,D34,15565,19349,19367,1393971660,982507000
2020,일반의,D35,797,1951,1968,131160430,96998010
2020,일반의,D36,3174,6760,6847,429096840,305139900
2020,일반의,D37,2500,3970,4103,438710240,325072870
2020,일반의,D38,830,1139,1257,113857240,82011620
2020,일반의,D39,806,1152,1174,126789630,88322290
2020,일반의,D40,198,558,558,29063000,21692900
2020,일반의,D41,438,649,653,75250310,54308600
2020,일반의,D42,33,166,301,10215740,9074980
2020,일반의,D43,177,643,1090,118939860,103983650
2020,일반의,D44,2835,4153,4149,310981120,222394480
2020,일반의,D45,67,354,354,9941910,9301010
2020,일반의,D46,135,804,1133,53925220,48633700
2020,일반의,D47,273,1232,1295,57228710,52231820
2020,일반의,D48,1724,2700,2943,243389390,184928760
2020,일반의,D50,54451,101361,101489,3100526810,2260198960
2020,일반의,D51,586,1874,1873,32134150,25805650
2020,일반의,D52,503,957,957,15978540,12102990
2020,일반의,D53,648,1291,1287,55120370,39824540
2020,일반의,D55,13,15,15,513170,377670
2020,일반의,D56,8,13,14,662810,551540
2020,일반의,D57,2,2,2,32280,26480
2020,일반의,D58,20,45,45,939460,699260
2020,일반의,D59,66,161,161,2677360,2161600
2020,일반의,D60,4,5,5,223270,201270
2020,일반의,D61,57,145,150,4135480,3275810
2020,일반의,D62,73,88,102,4631550,3418010
2020,일반의,D63,128,426,426,23190380,19985020
2020,일반의,D64,19795,27477,27508,1233688590,885090810
2020,일반의,D65,4,12,12,228620,162920
2020,일반의,D66,1009,13424,13424,86576662210,78289180280
2020,일반의,D67,245,3006,3005,31729706430,28684682180
2020,일반의,D68,456,1072,1072,1814273190,1630461190
2020,일반의,D69,4552,8078,8093,162668660,122603930
2020,일반의,D70,32,53,53,1061600,810500
2020,일반의,D71,1,1,1,18590,13090
2020,일반의,D72,2108,2658,2651,95452040,67796870
2020,일반의,D73,133,161,161,17360790,11710700
2020,일반의,D74,1,1,1,14060,9860
2020,일반의,D75,523,679,695,23011280,16567220
2020,일반의,D76,22,38,38,940540,755940
2020,일반의,D77,15,21,21,377050,280050
2020,일반의,D80,4,95,95,1235230,1104230
2020,일반의,D81,7,19,19,266500,215600
2020,일반의,D82,11,178,178,8176250,7354750
2020,일반의,D83,2,5,5,79450,69150
2020,일반의,D84,91,341,378,8974060,7126340
2020,일반의,D86,28,71,70,2855740,2455640
2020,일반의,D89,37,130,130,2347430,1764070
2020,일반의,E00,25,49,49,1307070,946770
2020,일반의,E01,54,92,92,3331650,2313950
2020,일반의,E02,921,4410,4410,144064460,105633110
2020,일반의,E03,64839,233216,233248,6915240380,5027184640
2020,일반의,E04,31008,38498,38482,2713951880,1909171070
2020,일반의,E05,19372,67006,67016,2681325940,1913034880
2020,일반의,E06,10887,21115,21106,1191922390,843598870
2020,일반의,E07,20406,28133,28116,1602792290,1138818390
2020,일반의,E10,6251,26552,27513,644997000,494823110
2020,일반의,E11,536581,3454208,3468386,78910378770,61066287600
2020,일반의,E12,219,896,896,17310460,13728790
2020,일반의,E13,17458,90623,90726,2058171680,1582849030
2020,일반의,E14,80956,395562,396077,8972688840,6848060420
2020,일반의,E15,9,15,15,327140,271940
2020,일반의,E16,3027,4519,4535,96546370,74200000
2020,일반의,E20,307,766,766,22147160,16485360
2020,일반의,E21,616,1296,1299,101152880,76173730
2020,일반의,E22,2001,3894,3886,210901190,150846290
2020,일반의,E23,628,2878,2880,73995430,54882470
2020,일반의,E24,107,328,377,15299380,12155050
2020,일반의,E25,41,174,174,4224480,3520680
2020,일반의,E26,9,23,23,1592150,1276150
2020,일반의,E27,666,1762,1785,65908660,49292390
2020,일반의,E28,9128,19354,19316,1317886170,855340130
2020,일반의,E29,748,1564,1564,44753080,31838560
2020,일반의,E30,7342,33640,33622,3272937140,2300396560
2020,일반의,E32,27,42,42,652000,485700
2020,일반의,E34,1132,2611,2611,71628260,49996970
2020,일반의,E35,137,198,197,9693580,6959930
2020,일반의,E40,1,4,4,85600,60200
2020,일반의,E41,302,649,649,13169920,10610220
2020,일반의,E42,5,6,6,178870,131170
2020,일반의,E43,7,7,7,214420,161320
2020,일반의,E44,91,198,198,5891810,4219210
2020,일반의,E45,7,7,7,103160,79760
2020,일반의,E46,661,1403,1403,26943830,21075980
2020,일반의,E50,6859,11180,11178,173807040,129857820
2020,일반의,E51,103,188,291,10017360,7074320
2020,일반의,E53,1132,1923,1923,73638580,52289070
2020,일반의,E54,169,358,358,8593420,6269860
2020,일반의,E55,39838,61969,61997,1282670170,929536350
2020,일반의,E56,1886,4808,4825,162072570,127804100
2020,일반의,E58,1726,3739,3739,57823010,44847510
2020,일반의,E59,13,35,86,4844720,4188000
2020,일반의,E60,48,99,99,1625020,1236620
2020,일반의,E61,1228,1820,1820,38443300,29658280
2020,일반의,E63,2444,4629,4630,112931620,90023570
2020,일반의,E64,97,151,160,4252270,3304840
2020,일반의,E65,32,35,35,571980,414180
2020,일반의,E66,5578,10070,10083,423408990,305634020
2020,일반의,E67,50,83,84,1626900,1167670
2020,일반의,E68,4,5,5,93290,65590
2020,일반의,E70,27,31,30,846300,622900
2020,일반의,E71,46,328,332,30044170,26687250
2020,일반의,E72,53,223,223,11959080,10664460
2020,일반의,E73,209,317,317,5159740,4566270
2020,일반의,E74,48,77,77,4198710,3643810
2020,일반의,E75,52,404,404,12091030,10527930
2020,일반의,E76,15,95,95,8863940,7793940
2020,일반의,E77,6,19,19,463340,393640
2020,일반의,E78,481471,1416691,1416760,32389183970,23607491790
2020,일반의,E79,1696,2531,2531,98717510,70355480
2020,일반의,E80,243,294,293,11103050,7884350
2020,일반의,E83,3693,6889,6889,139584950,105758190
2020,일반의,E84,9,9,9,200100,151200
2020,일반의,E85,11,15,15,336330,280630
2020,일반의,E86,33506,50047,50157,1357723140,1008428430
2020,일반의,E87,9461,23033,23117,939827270,744182850
2020,일반의,E88,785,2543,2561,70587790,53387730
2020,일반의,E89,1859,5279,5291,141893130,103311560
2020,일반의,E90,61,338,338,4641330,3289230
2020,일반의,F00,50819,323716,355440,9702290600,7469316020
2020,일반의,F01,2149,8312,9031,252139870,196676720
2020,일반의,F02,347,1214,1238,39573410,31778040
2020,일반의,F03,5818,18621,18790,714343920,567613090
2020,일반의,F04,27,82,82,1128870,945570
2020,일반의,F05,232,639,639,20404250,15847050
2020,일반의,F06,69516,200153,203048,4381956730,3505280480
2020,일반의,F07,459,1139,1257,41990670,31915260
2020,일반의,F09,101,459,459,11131090,8841190
2020,일반의,F10,2308,10367,27528,2002795870,1540921220
2020,일반의,F11,6,17,17,894230,697530
2020,일반의,F12,1,3,3,125290,104990
2020,일반의,F13,24,62,111,4911940,3697330
2020,일반의,F15,6,12,12,233750,198150
2020,일반의,F16,4,16,16,790330,630430
2020,일반의,F17,410,912,912,17043310,12589770
2020,일반의,F18,3,4,4,60310,42410
2020,일반의,F19,19,51,61,2974550,2357920
2020,일반의,F20,3701,41182,72546,4894666240,4041024290
2020,일반의,F21,21,240,258,12831160,11048480
2020,일반의,F22,281,1688,3526,265156880,207188940
2020,일반의,F23,378,2380,2951,177652770,142592520
2020,일반의,F24,2,10,10,722580,535180
2020,일반의,F25,394,4231,9082,674672570,568619580
2020,일반의,F28,113,803,1621,145225400,122273760
2020,일반의,F29,708,6791,9750,619986530,508929040
2020,일반의,F30,111,578,755,29926380,25294720
2020,일반의,F31,7532,56236,65265,3601117680,2788375830
2020,일반의,F32,56371,341295,355453,18808517580,14842439100
2020,일반의,F33,6247,41598,41933,2052240350,1620678050
2020,일반의,F34,2456,12064,12712,539256270,425057260
2020,일반의,F38,2009,5019,5019,117396500,90520700
2020,일반의,F39,1411,3613,3613,88016230,70032990
2020,일반의,F40,3719,16534,16534,742523470,592359770
2020,일반의,F41,90464,351161,353318,12277426880,9699182730
2020,일반의,F42,1794,14133,14197,854469490,671034920
2020,일반의,F43,10325,39078,39153,2085192670,1662364360
2020,일반의,F44,101,328,328,18625100,14218400
2020,일반의,F45,10239,28328,28329,795335650,624144900
2020,일반의,F48,17284,36733,36849,845459920,651993420
2020,일반의,F50,2682,10181,10191,520337840,408075580
2020,일반의,F51,72780,275711,276103,6193585210,4859713120
2020,일반의,F52,928,1429,1429,21079300,15323670
2020,일반의,F53,11,32,32,2214900,1661800
2020,일반의,F54,187,293,293,4975050,3765650
2020,일반의,F55,9,14,14,281650,214550
2020,일반의,F59,74,100,100,1552520,1109720
2020,일반의,F60,143,829,858,51337980,40573040
2020,일반의,F61,1,2,2,279360,207160
2020,일반의,F62,5,14,156,15067220,11501130
2020,일반의,F63,243,1113,1349,85665210,66603870
2020,일반의,F64,1141,7265,7263,144817630,105117930
2020,일반의,F65,27,132,132,8093910,6389610
2020,일반의,F66,68,149,149,3207400,2435800
2020,일반의,F68,12,49,49,2812980,2181280
2020,일반의,F69,4,8,8,366740,291540
2020,일반의,F70,569,4148,4651,240469070,187779100
2020,일반의,F71,260,2887,4027,228164290,180832680
2020,일반의,F72,134,1107,1115,44024730,32574460
2020,일반의,F73,27,138,354,19144230,14593220
2020,일반의,F78,67,292,646,46645470,36954910
2020,일반의,F79,95,574,627,31313440,24333570
2020,일반의,F80,721,3507,3505,237343600,211090810
2020,일반의,F81,58,218,218,8700670,6540470
2020,일반의,F82,13,17,17,544450,431650
2020,일반의,F83,16,705,705,29184570,20889970
2020,일반의,F84,1025,11110,13108,775054220,636966020
2020,일반의,F88,4,4,4,139400,120200
2020,일반의,F89,52,121,133,9292480,7643580
2020,일반의,F90,7294,61671,61812,3704124210,2900844110
2020,일반의,F91,198,1326,1491,83750630,68569890
2020,일반의,F92,357,1523,1751,76396970,59028210
2020,일반의,F93,346,1495,1495,94373620,73853120
2020,일반의,F94,105,558,558,34935380,27504680
2020,일반의,F95,1397,8087,8085,525815980,405496180
2020,일반의,F98,470,1820,2065,136939630,114584580
2020,일반의,F99,701,4956,4956,231552140,178081040
2020,일반의,G00,8,9,16,1827150,1563980
2020,일반의,G01,1,1,1,23900,16800
2020,일반의,G02,5,6,6,83870,69170
2020,일반의,G03,73,114,163,12282490,9810870
2020,일반의,G04,30,314,315,19799870,17829220
2020,일반의,G05,567,892,912,20005820,14810840
2020,일반의,G06,7,9,33,1800610,1344890
2020,일반의,G09,4,46,46,1273190,911690
2020,일반의,G10,5,18,18,658940,519190
2020,일반의,G11,79,1773,1775,99430120,88705120
2020,일반의,G12,166,1884,1889,98074700,85958130
2020,일반의,G13,4,14,14,642110,601010
2020,일반의,G14,52,147,147,4181390,3189790
2020,일반의,G20,4810,29342,30120,797556860,688485610
2020,일반의,G21,578,2318,2317,50975160,41794040
2020,일반의,G22,241,818,818,23787650,18664450
2020,일반의,G23,64,592,602,19630530,16454680
2020,일반의,G24,2747,4586,4599,96611390,73303780
2020,일반의,G25,12643,32131,32107,684208280,527689690
2020,일반의,G26,8,39,39,658580,553980
2020,일반의,G30,2531,12588,12641,231160440,185749360
2020,일반의,G31,80790,233785,233917,3973123720,3247834440
2020,일반의,G32,124,377,377,5544060,4518560
2020,일반의,G35,66,475,475,11441820,10166220
2020,일반의,G36,16,81,81,2387290,2108490
2020,일반의,G37,47,286,293,15363380,11150920
2020,일반의,G40,5151,27227,27233,854041770,712069060
2020,일반의,G41,368,2146,2168,57161800,46212200
2020,일반의,G43,90104,176817,177107,3792286060,2786948170
2020,일반의,G44,74402,124112,124788,4276003720,3066913300
2020,일반의,G45,2561,7447,7692,294017980,217855850
2020,일반의,G46,1064,3086,4013,157561210,109781560
2020,일반의,G47,199288,646869,650285,19227144370,15088614580
2020,일반의,G50,6673,15272,15350,461556300,351340370
2020,일반의,G51,4048,12057,12261,323452640,235928690
2020,일반의,G52,236,434,433,10077210,7653010
2020,일반의,G53,38096,125732,126445,2516921200,1988585730
2020,일반의,G54,4554,13336,13891,792345760,570399800
2020,일반의,G55,1875,7967,8263,362445880,265359130
2020,일반의,G56,23864,58209,59214,2256586620,1624784600
2020,일반의,G57,18464,58360,58614,2548760470,1840311700
2020,일반의,G58,11116,23252,23313,932932850,684499020
2020,일반의,G59,626,1619,1618,36855820,28724290
2020,일반의,G60,28,245,265,9647570,8460330
2020,일반의,G61,103,774,979,36452170,31256030
2020,일반의,G62,1652,4847,4861,104896270,81700100
2020,일반의,G63,3898,14103,14108,451361920,373514620
2020,일반의,G64,4315,8854,8949,194569540,150096400
2020,일반의,G70,233,922,931,26678040,22455080
2020,일반의,G71,164,3510,3514,152738110,135552760
2020,일반의,G72,45,76,108,4988460,3594630
2020,일반의,G73,38,74,74,2398590,1815290
2020,일반의,G80,1170,49666,54142,4001182470,3396706610
2020,일반의,G81,952,14712,18095,1116045960,845056300
2020,일반의,G82,328,4700,5619,314972100,243659200
2020,일반의,G83,494,1377,1444,49539170,38383160
2020,일반의,G90,3747,7997,8241,289068880,210688480
2020,일반의,G91,165,831,845,44059960,35957690
2020,일반의,G93,2542,6653,6674,502245500,344715140
2020,일반의,G94,13,26,26,663840,480340
2020,일반의,G95,754,3450,3555,91200500,70690480
2020,일반의,G96,35,184,194,10053300,7839850
2020,일반의,G97,6,18,19,1866730,1422180
2020,일반의,G98,113,170,169,8561280,5717680
2020,일반의,G99,332,681,700,14846430,11314190
2020,일반의,H00,77370,106117,106117,2175394210,1568104140
2020,일반의,H01,35035,44082,44082,778443030,575624530
2020,일반의,H02,8363,19682,19802,908813450,657003340
2020,일반의,H03,774,1477,1477,33741470,26056170
2020,일반의,H04,91306,163589,163587,2770673300,2072751290
2020,일반의,H05,910,1081,1084,23418300,17266680
2020,일반의,H06,56,87,87,1566550,1173450
2020,일반의,H10,192565,273984,273997,4799204630,3657668170
2020,일반의,H11,23421,37714,37715,713355820,528404350
2020,일반의,H13,237,295,295,4526450,3459350
2020,일반의,H15,552,828,828,18544390,13240190
2020,일반의,H16,26895,45028,45025,832562140,633576490
2020,일반의,H17,109,324,324,6520430,5284730
2020,일반의,H18,776,1463,1463,26752490,20662490
2020,일반의,H19,5444,9419,9424,247921360,182654630
2020,일반의,H20,865,2807,2807,65361100,47908310
2020,일반의,H21,55,81,81,2586530,1836430
2020,일반의,H22,5,13,13,252870,177970
2020,일반의,H25,14808,38100,38099,1229346550,955544650
2020,일반의,H26,2344,4047,4051,149677190,110853150
2020,일반의,H27,858,2098,2098,59450400,46449700
2020,일반의,H28,31,71,71,5554730,4445330
2020,일반의,H30,233,305,305,7227040,5737590
2020,일반의,H31,53,221,221,4275790,3215190
2020,일반의,H32,11,20,20,289680,229680
2020,일반의,H33,83,113,120,6102560,4362500
2020,일반의,H34,303,729,729,16083110,12302910
2020,일반의,H35,4314,7365,7362,301227570,225315370
2020,일반의,H36,5104,13346,13357,314579000,244715380
